y_true,probabilidade_modelo,predicao_final_limiar
1.0,0.4471832,0
1.0,0.99531555,1
1.0,0.85930836,1
1.0,0.73760957,0
1.0,0.904836,1
1.0,0.95932996,1
1.0,0.97959507,1
1.0,0.9949133,1
1.0,0.9984597,1
1.0,0.9934591,1
1.0,0.9973192,1
1.0,0.99432313,1
1.0,0.9804301,1
1.0,0.2366703,0
1.0,0.9247406,1
1.0,0.9494554,1
1.0,0.47139472,0
1.0,0.94058734,1
1.0,0.82006633,0
1.0,0.9965183,1
1.0,0.95125353,1
1.0,0.9760224,1
1.0,0.86926,1
1.0,0.906524,1
1.0,0.5241035,0
1.0,0.99250156,1
1.0,0.9393245,1
1.0,0.9653487,1
1.0,0.99891156,1
1.0,0.89101964,1
1.0,0.9809381,1
1.0,0.9667587,1
1.0,0.99934447,1
1.0,0.5117401,0
1.0,0.8359294,1
1.0,0.97371185,1
1.0,0.69067943,0
1.0,0.8333039,1
1.0,0.25026506,0
1.0,0.93828124,1
1.0,0.95001686,1
1.0,0.821578,0
1.0,0.99302137,1
1.0,0.47465593,0
1.0,0.97038764,1
1.0,0.98662245,1
1.0,0.988253,1
1.0,0.98118,1
1.0,0.9967297,1
1.0,0.9232569,1
1.0,0.99523354,1
1.0,0.9957016,1
1.0,0.9173111,1
1.0,0.6006363,0
1.0,0.45809904,0
1.0,0.98909986,1
1.0,0.98297614,1
1.0,0.9101912,1
1.0,0.9960068,1
1.0,0.9970659,1
1.0,0.8810921,1
1.0,0.9859484,1
1.0,0.72676736,0
1.0,0.9198214,1
1.0,0.3400174,0
1.0,0.6812688,0
1.0,0.8381071,1
1.0,0.76142067,0
1.0,0.8324524,1
1.0,0.95158255,1
1.0,0.74709976,0
1.0,0.99703693,1
1.0,0.98981875,1
1.0,0.95817125,1
1.0,0.9304725,1
1.0,0.92290103,1
1.0,0.9971635,1
1.0,0.9916514,1
1.0,0.0933347,0
1.0,0.99766845,1
1.0,0.99720514,1
1.0,0.99866354,1
1.0,0.9979871,1
1.0,0.3818459,0
1.0,0.15241884,0
1.0,0.8510229,1
1.0,0.49579954,0
1.0,0.92221326,1
1.0,0.9862049,1
1.0,0.9918598,1
1.0,0.9840452,1
1.0,0.9868318,1
1.0,0.9979599,1
1.0,0.9624203,1
1.0,0.98749906,1
1.0,0.991473,1
1.0,0.97143555,1
1.0,0.7424226,0
1.0,0.99367094,1
1.0,0.990061,1
1.0,0.98001707,1
1.0,0.8770653,1
1.0,0.33321062,0
1.0,0.21928513,0
1.0,0.17360131,0
1.0,0.07431385,0
1.0,0.9564084,1
1.0,0.9994644,1
1.0,0.48373175,0
1.0,0.43009692,0
1.0,0.497778,0
1.0,0.9787365,1
1.0,0.9007918,1
1.0,0.6786875,0
1.0,0.9862663,1
1.0,0.99132717,1
1.0,0.99835646,1
1.0,0.9977535,1
1.0,0.41759604,0
1.0,0.4698649,0
1.0,0.98396814,1
1.0,0.9896256,1
1.0,0.47637343,0
1.0,0.9281637,1
1.0,0.9987756,1
1.0,0.78993416,0
1.0,0.09895482,0
1.0,0.7123362,0
1.0,0.8766692,1
1.0,0.6740719,0
1.0,0.7340415,0
1.0,0.8800063,1
1.0,0.22912034,0
1.0,0.91546315,1
1.0,0.9989139,1
1.0,0.8803137,1
1.0,0.2732804,0
1.0,0.9803215,1
1.0,0.74303573,0
1.0,0.32784754,0
1.0,0.9820967,1
1.0,0.48826104,0
1.0,0.34145218,0
1.0,0.74237716,0
1.0,0.9973389,1
1.0,0.9991724,1
1.0,0.9995159,1
1.0,0.99852246,1
1.0,0.534954,0
1.0,0.7075008,0
1.0,0.45172366,0
1.0,0.99931365,1
1.0,0.9673977,1
1.0,0.99002063,1
1.0,0.41713375,0
1.0,0.9907486,1
1.0,0.9947642,1
1.0,0.976237,1
1.0,0.9991102,1
1.0,0.82437545,1
1.0,0.91557133,1
1.0,0.9872354,1
1.0,0.4020834,0
1.0,0.98369473,1
1.0,0.98185986,1
1.0,0.79172635,0
1.0,0.9770031,1
1.0,0.9904202,1
1.0,0.9676402,1
1.0,0.9421607,1
1.0,0.9851902,1
1.0,0.9287633,1
1.0,0.9373048,1
1.0,0.98600614,1
1.0,0.99783933,1
1.0,0.9910547,1
1.0,0.9913494,1
1.0,0.99420565,1
1.0,0.5934564,0
1.0,0.99924725,1
1.0,0.957996,1
1.0,0.98211086,1
1.0,0.96948403,1
1.0,0.18805832,0
1.0,0.38125458,0
1.0,0.097591825,0
1.0,0.93239033,1
1.0,0.95681316,1
1.0,0.9951418,1
1.0,0.9811244,1
1.0,0.9967605,1
1.0,0.9824166,1
1.0,0.950436,1
1.0,0.81757766,0
1.0,0.850574,1
1.0,0.9889143,1
1.0,0.97336894,1
1.0,0.8821517,1
1.0,0.93074405,1
1.0,0.9841069,1
1.0,0.55845964,0
1.0,0.37228945,0
1.0,0.98054284,1
1.0,0.9886514,1
1.0,0.9983841,1
1.0,0.79845536,0
1.0,0.9952793,1
1.0,0.9716779,1
1.0,0.9996623,1
1.0,0.9994262,1
1.0,0.99497145,1
1.0,0.5746212,0
1.0,0.8596166,1
1.0,0.99594,1
1.0,0.3657587,0
1.0,0.58247316,0
1.0,0.9926934,1
1.0,0.8369541,1
1.0,0.9765104,1
1.0,0.9963969,1
1.0,0.99977744,1
1.0,0.98924124,1
1.0,0.9997349,1
1.0,0.9957554,1
1.0,0.40197158,0
1.0,0.9898856,1
1.0,0.9952857,1
1.0,0.99101365,1
1.0,0.93939304,1
1.0,0.24010202,0
1.0,0.2534027,0
1.0,0.9489724,1
1.0,0.9861067,1
1.0,0.76441914,0
1.0,0.56513566,0
1.0,0.93397254,1
1.0,0.7562729,0
1.0,0.6312306,0
1.0,0.99844295,1
1.0,0.72755927,0
1.0,0.99810517,1
1.0,0.9981135,1
1.0,0.9959766,1
1.0,0.998508,1
1.0,0.84525377,1
1.0,0.61784256,0
1.0,0.9135146,1
1.0,0.96834165,1
1.0,0.5406533,0
1.0,0.7833905,0
1.0,0.76491153,0
1.0,0.25002113,0
1.0,0.7460845,0
1.0,0.9788248,1
1.0,0.93554467,1
1.0,0.97855043,1
1.0,0.62392575,0
1.0,0.98425674,1
1.0,0.97125417,1
1.0,0.7315886,0
1.0,0.9979062,1
1.0,0.9925621,1
1.0,0.99921244,1
1.0,0.99463,1
1.0,0.9194959,1
1.0,0.9905074,1
1.0,0.91275454,1
1.0,0.88959634,1
1.0,0.88703823,1
1.0,0.9924611,1
1.0,0.9252154,1
1.0,0.16958436,0
1.0,0.9475931,1
1.0,0.96760166,1
1.0,0.9877316,1
1.0,0.9678644,1
1.0,0.5149727,0
1.0,0.9895953,1
1.0,0.97695464,1
1.0,0.9911742,1
1.0,0.9966385,1
1.0,0.9459216,1
1.0,0.9840069,1
1.0,0.99769545,1
1.0,0.9986493,1
1.0,0.88946235,1
1.0,0.9979372,1
1.0,0.8115042,0
1.0,0.99752474,1
1.0,0.99908286,1
1.0,0.99942935,1
1.0,0.9725486,1
1.0,0.9964715,1
1.0,0.9934934,1
1.0,0.9997037,1
1.0,0.9858877,1
1.0,0.9423216,1
1.0,0.990234,1
1.0,0.93096125,1
1.0,0.5470421,0
1.0,0.9077374,1
1.0,0.756281,0
1.0,0.8250149,1
1.0,0.6933095,0
1.0,0.8192611,0
1.0,0.8577325,1
1.0,0.8242029,1
1.0,0.9164985,1
1.0,0.9697363,1
1.0,0.88942945,1
1.0,0.9857599,1
1.0,0.5870398,0
1.0,0.17239209,0
1.0,0.92665136,1
1.0,0.99508923,1
1.0,0.4097012,0
1.0,0.9627215,1
1.0,0.8745335,1
1.0,0.9916293,1
1.0,0.9933363,1
1.0,0.42749262,0
1.0,0.9980261,1
1.0,0.9975111,1
1.0,0.0682474,0
1.0,0.9780569,1
1.0,0.395216,0
1.0,0.93965197,1
1.0,0.6561716,0
1.0,0.96731603,1
1.0,0.5615887,0
1.0,0.70254886,0
1.0,0.99944544,1
1.0,0.99351615,1
1.0,0.93904626,1
1.0,0.97507095,1
1.0,0.9625427,1
1.0,0.9081591,1
1.0,0.99989796,1
1.0,0.78775364,0
1.0,0.99661934,1
1.0,0.99771845,1
1.0,0.9637615,1
1.0,0.99759877,1
1.0,0.9998646,1
1.0,0.9983471,1
1.0,0.99928886,1
1.0,0.997934,1
1.0,0.9779415,1
1.0,0.99734896,1
1.0,0.35287446,0
1.0,0.9979283,1
1.0,0.99015474,1
1.0,0.99941766,1
1.0,0.98575,1
1.0,0.9704979,1
1.0,0.99912673,1
1.0,0.47566324,0
1.0,0.39719352,0
1.0,0.5346553,0
1.0,0.6161168,0
1.0,0.68249375,0
1.0,0.8283254,1
1.0,0.9773935,1
1.0,0.92441905,1
1.0,0.96147025,1
1.0,0.99402237,1
1.0,0.95090884,1
1.0,0.3471085,0
1.0,0.99600726,1
1.0,0.8395274,1
1.0,0.6478936,0
1.0,0.9553876,1
1.0,0.98456115,1
1.0,0.9901625,1
1.0,0.76722795,0
1.0,0.1806006,0
1.0,0.9892189,1
1.0,0.6737591,0
1.0,0.98858416,1
1.0,0.934264,1
1.0,0.9970687,1
1.0,0.1637604,0
1.0,0.38765693,0
1.0,0.98984087,1
1.0,0.4407455,0
1.0,0.9981221,1
1.0,0.9939481,1
1.0,0.9938406,1
1.0,0.9988785,1
1.0,0.96922624,1
1.0,0.3970982,0
1.0,0.55363363,0
1.0,0.8875723,1
1.0,0.07228149,0
1.0,0.891466,1
1.0,0.88949454,1
1.0,0.66851336,0
1.0,0.9037034,1
1.0,0.9847787,1
1.0,0.8272827,1
1.0,0.053695194,0
1.0,0.95025635,1
1.0,0.8630145,1
1.0,0.95421684,1
1.0,0.95012057,1
1.0,0.7709284,0
0.0,0.015928658,0
0.0,0.0116165085,0
0.0,0.01939135,0
0.0,0.012403266,0
0.0,0.011903079,0
0.0,0.008888504,0
1.0,0.98968583,1
1.0,0.62917423,0
1.0,0.39587915,0
1.0,0.98645985,1
0.0,0.09720594,0
0.0,0.02224676,0
0.0,0.05179693,0
0.0,0.36529654,0
0.0,0.25270432,0
0.0,0.046626028,0
0.0,0.0072793225,0
0.0,0.0028059997,0
0.0,0.35606647,0
0.0,0.0049537634,0
0.0,0.005333037,0
0.0,0.095205665,0
0.0,0.13533911,0
0.0,0.047164038,0
0.0,0.008117663,0
0.0,0.0042281514,0
0.0,0.005165022,0
0.0,0.0073266625,0
0.0,0.025304198,0
0.0,0.011386752,0
0.0,0.09833362,0
0.0,0.011790689,0
0.0,0.009079134,0
0.0,0.010529367,0
0.0,0.02783461,0
0.0,0.0086082425,0
0.0,0.0021110727,0
1.0,0.9850861,1
1.0,0.9677971,1
1.0,0.99436206,1
1.0,0.9923973,1
0.0,0.01028562,0
0.0,0.008703833,0
0.0,0.034904264,0
0.0,0.020887835,0
0.0,0.0052522034,0
0.0,0.031505182,0
0.0,0.0140935825,0
0.0,0.028533965,0
0.0,0.016101029,0
0.0,0.0019414903,0
0.0,0.024317745,0
0.0,0.022088645,0
0.0,0.008017995,0
0.0,0.013141399,0
0.0,0.020906467,0
0.0,0.006436426,0
0.0,0.006827551,0
0.0,0.0079717245,0
0.0,0.07430771,0
0.0,0.013937416,0
0.0,0.006814871,0
0.0,0.0075337747,0
0.0,0.008783372,0
0.0,0.007388017,0
0.0,0.032595392,0
0.0,0.010845539,0
0.0,0.48190886,0
0.0,0.040086735,0
0.0,0.01299901,0
0.0,0.042778205,0
0.0,0.013726373,0
0.0,0.012876305,0
0.0,0.014458771,0
0.0,0.018236384,0
0.0,0.012740985,0
0.0,0.030603234,0
0.0,0.025065443,0
0.0,0.01597219,0
0.0,0.008679614,0
0.0,0.00599661,0
0.0,0.0008916723,0
0.0,0.0054553724,0
0.0,0.016145915,0
0.0,0.020954255,0
0.0,0.010568703,0
0.0,0.0076635815,0
0.0,0.032378703,0
0.0,0.012158247,0
0.0,0.004732053,0
0.0,0.040484954,0
0.0,0.047981735,0
0.0,0.04412087,0
0.0,0.04559537,0
0.0,0.03037717,0
0.0,0.0072310246,0
0.0,0.030340496,0
0.0,0.009144714,0
0.0,0.022803642,0
0.0,0.07514226,0
0.0,0.031146169,0
0.0,0.0625548,0
0.0,0.020423416,0
0.0,0.024707925,0
0.0,0.0044138255,0
0.0,0.023339383,0
0.0,0.0017299928,0
0.0,0.04132784,0
0.0,0.0051230425,0
0.0,0.02815937,0
0.0,0.002509525,0
0.0,0.014109281,0
0.0,0.0067482577,0
0.0,0.013704377,0
0.0,0.00764593,0
0.0,0.036398485,0
0.0,0.03490666,0
0.0,0.02628229,0
0.0,0.03004508,0
0.0,0.011418901,0
0.0,0.01352495,0
0.0,0.5546675,0
0.0,0.023467582,0
0.0,0.0090028895,0
0.0,0.7298325,0
0.0,0.021764938,0
0.0,0.0704215,0
1.0,0.5977664,0
1.0,0.88138676,1
1.0,0.9922544,1
1.0,0.9992696,1
1.0,0.9651006,1
1.0,0.9992424,1
1.0,0.99665594,1
1.0,0.99779356,1
1.0,0.99735975,1
1.0,0.046664495,0
0.0,0.020698907,0
0.0,0.03185365,0
0.0,0.16736074,0
0.0,0.035366524,0
0.0,0.004854898,0
0.0,0.07879135,0
0.0,0.02708133,0
0.0,0.109497465,0
0.0,0.16692963,0
0.0,0.0032871277,0
0.0,0.1490281,0
0.0,0.025131688,0
0.0,0.014474377,0
0.0,0.070403636,0
0.0,0.012771343,0
0.0,0.04546819,0
0.0,0.0068920865,0
0.0,0.059860785,0
0.0,0.0087095,0
0.0,0.10678232,0
0.0,0.7925114,0
0.0,0.016671808,0
0.0,0.021617243,0
0.0,0.00840476,0
0.0,0.019319776,0
0.0,0.002887642,0
0.0,0.0057814806,0
0.0,0.013211955,0
0.0,0.015473922,0
0.0,0.02309787,0
0.0,0.007294076,0
0.0,0.006169808,0
0.0,0.0047061937,0
0.0,0.03165008,0
0.0,0.018250706,0
0.0,0.005080631,0
0.0,0.0024334486,0
0.0,0.16504693,0
0.0,0.013826167,0
0.0,0.019466195,0
0.0,0.0089328755,0
0.0,0.0166099,0
0.0,0.0049326676,0
0.0,0.007969503,0
0.0,0.0033136792,0
0.0,0.009899244,0
0.0,0.15361807,0
0.0,0.012780478,0
0.0,0.021043431,0
0.0,0.0061398065,0
0.0,0.007878942,0
0.0,0.010410701,0
0.0,0.0058730044,0
0.0,0.017807757,0
0.0,0.072071806,0
0.0,0.04086385,0
0.0,0.055122267,0
0.0,0.0020979824,0
0.0,0.02829333,0
0.0,0.037614796,0
0.0,0.030854082,0
0.0,0.28357872,0
0.0,0.0057103694,0
0.0,0.010632461,0
0.0,0.6672475,0
0.0,0.0381981,0
0.0,0.033799298,0
0.0,0.0028214136,0
0.0,0.010289632,0
0.0,0.043286018,0
0.0,0.007860138,0
0.0,0.03752086,0
0.0,0.005715103,0
0.0,0.00927483,0
0.0,0.018558823,0
0.0,0.013047434,0
0.0,0.0227894,0
0.0,0.031513724,0
0.0,0.24436831,0
0.0,0.03722505,0
0.0,0.0041173343,0
0.0,0.00900629,0
0.0,0.0082025835,0
0.0,0.004412386,0
0.0,0.010607193,0
0.0,0.010239509,0
0.0,0.019068625,0
0.0,0.03180557,0
0.0,0.022717869,0
0.0,0.00189777,0
0.0,0.14121759,0
0.0,0.01992956,0
0.0,0.0602535,0
0.0,0.007978097,0
0.0,0.0038415242,0
0.0,0.018315904,0
0.0,0.050506312,0
0.0,0.03267066,0
0.0,0.0011891043,0
0.0,0.10555953,0
0.0,0.008841676,0
0.0,0.008585208,0
0.0,0.012677734,0
0.0,0.03145263,0
0.0,0.026942562,0
0.0,0.01647166,0
0.0,0.009889439,0
0.0,0.009928368,0
0.0,0.0021008463,0
0.0,0.059393484,0
0.0,0.008466646,0
0.0,0.0069851466,0
0.0,0.031581577,0
0.0,0.013772702,0
0.0,0.01642178,0
0.0,0.018024985,0
0.0,0.010791672,0
0.0,0.010182949,0
0.0,0.0052551017,0
0.0,0.17473224,0
0.0,0.01679786,0
0.0,0.008595491,0
0.0,0.0047225007,0
0.0,0.0124873165,0
0.0,0.1272496,0
0.0,0.028998662,0
0.0,0.014601511,0
0.0,0.08461116,0
0.0,0.016374743,0
0.0,0.043514617,0
0.0,0.0069917254,0
0.0,0.0065116184,0
0.0,0.17158702,0
0.0,0.011316243,0
0.0,0.0021638651,0
0.0,0.054047205,0
0.0,0.009746992,0
0.0,0.022316813,0
0.0,0.07773612,0
0.0,0.01002373,0
0.0,0.023407241,0
0.0,0.019230284,0
0.0,0.0112111075,0
0.0,0.009973181,0
0.0,0.04515268,0
0.0,0.024122601,0
0.0,0.006849346,0
0.0,0.009117957,0
0.0,0.0073076948,0
0.0,0.05203737,0
0.0,0.035157315,0
0.0,0.019463316,0
0.0,0.0137595935,0
0.0,0.044667386,0
0.0,0.005518851,0
0.0,0.005726598,0
0.0,0.016999166,0
0.0,0.014698157,0
0.0,0.028523978,0
0.0,0.0030576321,0
0.0,0.022546358,0
0.0,0.0060023563,0
0.0,0.028750772,0
0.0,0.013312558,0
0.0,0.3870785,0
0.0,0.019052334,0
0.0,0.047798418,0
0.0,0.058579177,0
0.0,0.0017756118,0
0.0,0.105923295,0
0.0,0.006355795,0
0.0,0.00830462,0
0.0,0.013427292,0
0.0,0.04531327,0
0.0,0.019339334,0
0.0,0.033804692,0
0.0,0.018333653,0
0.0,0.0077788318,0
0.0,0.009315116,0
0.0,0.029786915,0
0.0,0.021663535,0
0.0,0.23363356,0
0.0,0.011843262,0
0.0,0.019005645,0
0.0,0.0055607758,0
0.0,0.022943757,0
0.0,0.011233522,0
0.0,0.013158512,0
0.0,0.024624297,0
0.0,0.005935245,0
0.0,0.040189065,0
0.0,0.0068736337,0
0.0,0.01993161,0
0.0,0.012202246,0
0.0,0.01321429,0
0.0,0.18236215,0
0.0,0.04133661,0
0.0,0.002824132,0
0.0,0.0037563215,0
0.0,0.039496474,0
0.0,0.016843867,0
0.0,0.013275376,0
0.0,0.03344979,0
0.0,0.010341926,0
0.0,0.008339957,0
0.0,0.27184036,0
0.0,0.008672593,0
0.0,0.010633582,0
0.0,0.0035789297,0
0.0,0.08207297,0
0.0,0.0053389827,0
0.0,0.007017126,0
0.0,0.01085266,0
0.0,0.032406576,0
0.0,0.007831229,0
0.0,0.009619295,0
0.0,0.0152023835,0
0.0,0.04539715,0
0.0,0.098872446,0
0.0,0.0061076344,0
0.0,0.009001246,0
0.0,0.026402295,0
0.0,0.067785785,0
0.0,0.010065805,0
0.0,0.02079522,0
0.0,0.008146978,0
0.0,0.0599949,0
0.0,0.088143416,0
0.0,0.011302957,0
0.0,0.013903002,0
0.0,0.009685281,0
0.0,0.07037901,0
0.0,0.017082235,0
0.0,0.06176917,0
0.0,0.011123237,0
0.0,0.03786819,0
0.0,0.011926255,0
0.0,0.0069216033,0
0.0,0.17931537,0
0.0,0.003446925,0
0.0,0.008770816,0
0.0,0.11211648,0
0.0,0.07229837,0
0.0,0.008177439,0
0.0,0.061848033,0
0.0,0.043253135,0
0.0,0.004156367,0
0.0,0.024918705,0
0.0,0.005293829,0
0.0,0.01746302,0
0.0,0.526141,0
0.0,0.014742429,0
0.0,0.009191379,0
0.0,0.02252527,0
0.0,0.007909926,0
0.0,0.01699655,0
0.0,0.017519565,0
0.0,0.009176807,0
0.0,0.020805161,0
0.0,0.007378491,0
0.0,0.0069435043,0
0.0,0.0068780957,0
0.0,0.07746408,0
0.0,0.006301037,0
0.0,0.01317065,0
0.0,0.0072552077,0
0.0,0.048611023,0
0.0,0.0021734866,0
0.0,0.013122557,0
0.0,0.005426287,0
0.0,0.0055008233,0
0.0,0.0022218237,0
0.0,0.03508935,0
0.0,0.0064795897,0
0.0,0.0722796,0
0.0,0.0026294596,0
0.0,0.02665868,0
0.0,0.01675716,0
0.0,0.0060762297,0
0.0,0.021688977,0
0.0,0.0065647364,0
0.0,0.0046008313,0
0.0,0.0187963,0
0.0,0.17153902,0
0.0,0.0026775245,0
0.0,0.06913932,0
0.0,0.003392655,0
0.0,0.0063883103,0
0.0,0.008147578,0
0.0,0.0030085195,0
0.0,0.021604173,0
0.0,0.037324686,0
0.0,0.6104151,0
0.0,0.044930596,0
0.0,0.083876945,0
0.0,0.0063684424,0
0.0,0.02123242,0
0.0,0.02529626,0
0.0,0.0080281,0
0.0,0.05497563,0
0.0,0.05497843,0
0.0,0.03788895,0
0.0,0.33831912,0
0.0,0.008862148,0
0.0,0.007919649,0
0.0,0.011407195,0
0.0,0.009184735,0
0.0,0.011167914,0
0.0,0.024683764,0
0.0,0.03712987,0
0.0,0.029780835,0
0.0,0.017897682,0
0.0,0.08527445,0
0.0,0.13642898,0
0.0,0.06368341,0
0.0,0.10684184,0
0.0,0.04834347,0
0.0,0.031286906,0
0.0,0.0059608286,0
0.0,0.027935669,0
0.0,0.013156923,0
0.0,0.10569879,0
0.0,0.006236613,0
0.0,0.019135028,0
0.0,0.004240643,0
0.0,0.032804064,0
0.0,0.0063498267,0
0.0,0.04089916,0
0.0,0.00811464,0
0.0,0.25631455,0
0.0,0.01927282,0
0.0,0.008259788,0
0.0,0.012813804,0
0.0,0.049388103,0
0.0,0.16107774,0
0.0,0.027124966,0
0.0,0.04912449,0
0.0,0.013233168,0
0.0,0.4250791,0
0.0,0.0069346614,0
0.0,0.017754588,0
0.0,0.021117855,0
0.0,0.0047685853,0
0.0,0.015312621,0
0.0,0.014559398,0
0.0,0.022561263,0
0.0,0.011505472,0
0.0,0.0028329897,0
0.0,0.009694347,0
0.0,0.007175567,0
0.0,0.05790835,0
0.0,0.0045315595,0
0.0,0.005124706,0
0.0,0.0826828,0
0.0,0.08328871,0
0.0,0.029556047,0
0.0,0.0018290628,0
0.0,0.072973505,0
0.0,0.10200536,0
0.0,0.19771674,0
0.0,0.0053203413,0
0.0,0.042159908,0
0.0,0.09472128,0
0.0,0.12600593,0
0.0,0.0056570275,0
0.0,0.021866273,0
0.0,0.029135698,0
0.0,0.009593712,0
0.0,0.10043935,0
0.0,0.002716565,0
0.0,0.06449088,0
0.0,0.017185861,0
0.0,0.027175674,0
0.0,0.004633225,0
0.0,0.013552656,0
0.0,0.0068612695,0
0.0,0.043563306,0
0.0,0.9432828,1
0.0,0.012840192,0
0.0,0.010426025,0
0.0,0.69337094,0
0.0,0.008619426,0
0.0,0.029633354,0
0.0,0.03588125,0
0.0,0.001507275,0
0.0,0.036337245,0
0.0,0.012610434,0
0.0,0.0051681595,0
0.0,0.012985502,0
0.0,0.0033868998,0
0.0,0.0050433604,0
0.0,0.021970455,0
0.0,0.31095716,0
