y_true,probabilidade_modelo,predicao_final_limiar
1.0,0.4248199,0
1.0,0.6723844,0
1.0,0.8304628,1
1.0,0.9957406,1
1.0,0.50894606,0
1.0,0.75311965,0
1.0,0.7191725,0
1.0,0.7869195,1
1.0,0.9950792,1
1.0,0.104014255,0
1.0,0.26075646,0
1.0,0.07038377,0
1.0,0.9992774,1
1.0,0.8769225,1
1.0,0.7593977,0
1.0,0.9240486,1
1.0,0.59696656,0
1.0,0.7656206,1
1.0,0.82271326,1
1.0,0.94274634,1
1.0,0.71114004,0
1.0,0.7902521,1
1.0,0.99909467,1
1.0,0.9714016,1
1.0,0.9103419,1
1.0,0.93121547,1
1.0,0.9875475,1
1.0,0.9944825,1
1.0,0.9330816,1
1.0,0.99911374,1
1.0,0.9918291,1
1.0,0.669457,0
1.0,0.8577452,1
1.0,0.6289078,0
1.0,0.9924134,1
1.0,0.94556653,1
1.0,0.76433015,0
1.0,0.024344927,0
1.0,0.5161675,0
1.0,0.9440238,1
1.0,0.9483973,1
1.0,0.9895589,1
1.0,0.95408666,1
1.0,0.95874155,1
1.0,0.537094,0
1.0,0.20732526,0
1.0,0.99494135,1
1.0,0.88851815,1
1.0,0.33965635,0
1.0,0.8515817,1
1.0,0.98731196,1
1.0,0.99594843,1
1.0,0.32997733,0
1.0,0.8704815,1
1.0,0.56961143,0
1.0,0.34467065,0
1.0,0.6478616,0
1.0,0.96902287,1
1.0,0.024673136,0
1.0,0.18211682,0
1.0,0.99676114,1
1.0,0.61890656,0
1.0,0.73227286,0
1.0,0.61551493,0
1.0,0.9893235,1
1.0,0.9906477,1
1.0,0.94744873,1
1.0,0.99537295,1
1.0,0.9493427,1
1.0,0.9974887,1
1.0,0.9790931,1
1.0,0.99142,1
1.0,0.7703899,1
1.0,0.54635465,0
1.0,0.94353235,1
1.0,0.24581997,0
1.0,0.89113796,1
1.0,0.5919927,0
1.0,0.91110134,1
1.0,0.13503192,0
1.0,0.8457406,1
1.0,0.9542907,1
1.0,0.94275093,1
1.0,0.8217279,1
1.0,0.17152852,0
1.0,0.73668224,0
1.0,0.4674233,0
1.0,0.86608016,1
1.0,0.034913503,0
1.0,0.9594571,1
1.0,0.95360184,1
1.0,0.597443,0
1.0,0.8398655,1
1.0,0.59857756,0
1.0,0.7274907,0
1.0,0.9502767,1
1.0,0.5415009,0
1.0,0.5807306,0
1.0,0.9089532,1
1.0,0.7146612,0
1.0,0.9764158,1
1.0,0.9827409,1
1.0,0.42448467,0
1.0,0.3380422,0
1.0,0.9614774,1
1.0,0.73412853,0
1.0,0.6182358,0
1.0,0.84868133,1
1.0,0.9801525,1
1.0,0.98985386,1
1.0,0.989106,1
1.0,0.9946102,1
1.0,0.9765383,1
1.0,0.99639165,1
1.0,0.99612635,1
1.0,0.88384056,1
1.0,0.7536248,0
1.0,0.76418704,0
1.0,0.8818647,1
1.0,0.5491845,0
1.0,0.7246312,0
1.0,0.5921763,0
1.0,0.9782821,1
1.0,0.8834988,1
1.0,0.9604517,1
1.0,0.88384503,1
1.0,0.41210252,0
1.0,0.41440883,0
1.0,0.19069768,0
1.0,0.9682233,1
1.0,0.9740566,1
1.0,0.9964274,1
1.0,0.8520872,1
1.0,0.9905075,1
1.0,0.9505099,1
1.0,0.9952369,1
1.0,0.26496494,0
1.0,0.77902013,1
1.0,0.8866226,1
1.0,0.47068852,0
1.0,0.5590695,0
1.0,0.14343585,0
1.0,0.94874066,1
1.0,0.959521,1
1.0,0.678172,0
1.0,0.9919221,1
1.0,0.26690763,0
1.0,0.991269,1
1.0,0.9870926,1
1.0,0.9588459,1
1.0,0.9757816,1
1.0,0.9790211,1
1.0,0.8925353,1
1.0,0.9973385,1
1.0,0.9955864,1
1.0,0.8936795,1
1.0,0.29998782,0
1.0,0.33310622,0
1.0,0.9519892,1
1.0,0.9371252,1
1.0,0.34006435,0
1.0,0.97375834,1
1.0,0.9953103,1
1.0,0.97286546,1
1.0,0.986162,1
1.0,0.5852882,0
1.0,0.5994251,0
1.0,0.19644286,0
1.0,0.38671198,0
1.0,0.7819903,1
1.0,0.90414536,1
1.0,0.89732826,1
1.0,0.8699581,1
1.0,0.55703837,0
1.0,0.9976632,1
1.0,0.9859988,1
1.0,0.9781453,1
1.0,0.9205605,1
1.0,0.97150755,1
1.0,0.9941797,1
1.0,0.8713195,1
1.0,0.08016371,0
1.0,0.9965588,1
1.0,0.9971465,1
1.0,0.99864566,1
1.0,0.99721605,1
1.0,0.4069408,0
1.0,0.08242102,0
1.0,0.76616555,1
1.0,0.5418573,0
1.0,0.9113164,1
1.0,0.98719645,1
1.0,0.99418736,1
1.0,0.9774502,1
1.0,0.9744363,1
1.0,0.9853479,1
1.0,0.9926632,1
1.0,0.9941446,1
1.0,0.99606305,1
1.0,0.9117009,1
1.0,0.37094158,0
1.0,0.9831829,1
1.0,0.963652,1
1.0,0.950401,1
1.0,0.9959364,1
1.0,0.44722039,0
1.0,0.15156129,0
1.0,0.082538284,0
1.0,0.11880724,0
1.0,0.89040935,1
1.0,0.9900316,1
1.0,0.5633564,0
1.0,0.47533903,0
1.0,0.5809076,0
1.0,0.99140704,1
1.0,0.85801554,1
1.0,0.56444085,0
1.0,0.98944914,1
1.0,0.98478544,1
1.0,0.9974209,1
1.0,0.99600065,1
1.0,0.18841872,0
1.0,0.3152725,0
1.0,0.97753716,1
1.0,0.9910558,1
1.0,0.39687148,0
1.0,0.9439961,1
1.0,0.99836254,1
1.0,0.81685495,1
1.0,0.090053715,0
1.0,0.50367904,0
1.0,0.84551877,1
1.0,0.5914792,0
1.0,0.47629815,0
1.0,0.6861154,0
1.0,0.14666167,0
1.0,0.80676806,1
1.0,0.9981891,1
1.0,0.7830295,1
1.0,0.37046355,0
1.0,0.96849406,1
1.0,0.91587085,1
1.0,0.38126582,0
1.0,0.95544386,1
1.0,0.166048,0
1.0,0.2286959,0
1.0,0.5969595,0
1.0,0.99704087,1
1.0,0.9995922,1
1.0,0.99841994,1
1.0,0.9971523,1
1.0,0.45750752,0
1.0,0.65665346,0
1.0,0.3080078,0
1.0,0.9964951,1
1.0,0.89778674,1
1.0,0.9802866,1
1.0,0.5646876,0
1.0,0.93815696,1
1.0,0.981091,1
1.0,0.9899421,1
1.0,0.9987167,1
1.0,0.8508385,1
1.0,0.7843414,1
1.0,0.8561969,1
1.0,0.29738274,0
1.0,0.90409195,1
1.0,0.8871147,1
1.0,0.8006712,1
1.0,0.90933436,1
1.0,0.9010827,1
1.0,0.7891092,1
1.0,0.96652746,1
1.0,0.97506285,1
1.0,0.9358042,1
1.0,0.9353615,1
1.0,0.96882886,1
1.0,0.99706566,1
1.0,0.9757862,1
1.0,0.9137866,1
1.0,0.9823605,1
1.0,0.33738992,0
1.0,0.993499,1
1.0,0.92807865,1
1.0,0.9856804,1
1.0,0.89836705,1
1.0,0.18350866,0
1.0,0.39482737,0
1.0,0.058262628,0
1.0,0.9468297,1
1.0,0.6643308,0
1.0,0.9924146,1
1.0,0.957633,1
1.0,0.99567187,1
1.0,0.8470191,1
1.0,0.938389,1
1.0,0.79289246,1
1.0,0.83419245,1
1.0,0.9840382,1
1.0,0.8502766,1
1.0,0.76854295,1
1.0,0.8887,1
1.0,0.95978737,1
1.0,0.58335966,0
1.0,0.32102972,0
1.0,0.9503094,1
1.0,0.97500384,1
1.0,0.9965162,1
1.0,0.82044184,1
1.0,0.97598076,1
1.0,0.93771327,1
1.0,0.9986744,1
1.0,0.99895,1
1.0,0.97339976,1
1.0,0.72554106,0
1.0,0.33952767,0
1.0,0.9827671,1
1.0,0.43555602,0
1.0,0.5032876,0
1.0,0.9828733,1
1.0,0.58161783,0
1.0,0.99233264,1
1.0,0.9978873,1
1.0,0.9984802,1
1.0,0.9939543,1
1.0,0.9996312,1
1.0,0.9980618,1
1.0,0.47022408,0
1.0,0.94407654,1
1.0,0.9877246,1
1.0,0.9562093,1
1.0,0.83605444,1
1.0,0.20336816,0
1.0,0.4162218,0
1.0,0.94482356,1
1.0,0.9822179,1
1.0,0.73182094,0
1.0,0.36287564,0
1.0,0.90686053,1
1.0,0.8792408,1
1.0,0.6487274,0
1.0,0.9964245,1
1.0,0.18065254,0
1.0,0.9968607,1
1.0,0.99681747,1
1.0,0.9898075,1
1.0,0.9956566,1
1.0,0.69172204,0
1.0,0.815139,1
1.0,0.84186924,1
1.0,0.9334381,1
1.0,0.630172,0
1.0,0.6391031,0
1.0,0.6250218,0
1.0,0.43414697,0
1.0,0.4524042,0
1.0,0.954717,1
1.0,0.8867332,1
1.0,0.95931566,1
1.0,0.3651693,0
1.0,0.95716685,1
1.0,0.93019277,1
1.0,0.81823385,1
1.0,0.99784976,1
1.0,0.9885864,1
1.0,0.99691427,1
1.0,0.99601537,1
1.0,0.8839968,1
1.0,0.90605086,1
1.0,0.9840285,1
1.0,0.6992721,0
1.0,0.95769787,1
1.0,0.9950756,1
1.0,0.84057605,1
1.0,0.09063641,0
1.0,0.9610952,1
1.0,0.9637809,1
1.0,0.9662469,1
1.0,0.98275506,1
1.0,0.47427025,0
1.0,0.97591114,1
1.0,0.9711548,1
1.0,0.8789217,1
1.0,0.9957215,1
1.0,0.7375488,0
1.0,0.73604274,0
1.0,0.9575324,1
1.0,0.99153996,1
1.0,0.72572166,0
1.0,0.996534,1
1.0,0.7566476,0
1.0,0.99599046,1
1.0,0.999293,1
1.0,0.999582,1
1.0,0.9644349,1
1.0,0.98769647,1
1.0,0.9895231,1
1.0,0.99931735,1
1.0,0.9160447,1
1.0,0.90574634,1
1.0,0.98701155,1
1.0,0.90764964,1
1.0,0.37967867,0
1.0,0.506032,0
1.0,0.6888286,0
1.0,0.094470255,0
1.0,0.8451327,1
1.0,0.7021706,0
1.0,0.9254063,1
1.0,0.6850914,0
1.0,0.9596113,1
1.0,0.96577233,1
1.0,0.9430353,1
1.0,0.9757455,1
1.0,0.6220849,0
1.0,0.14320901,0
1.0,0.92648804,1
1.0,0.9933194,1
1.0,0.33311206,0
1.0,0.953104,1
1.0,0.74465144,0
1.0,0.9955263,1
1.0,0.99797094,1
1.0,0.35345313,0
1.0,0.99846953,1
1.0,0.997918,1
1.0,0.03211863,0
1.0,0.96848536,1
1.0,0.22347736,0
1.0,0.7185531,0
1.0,0.7406012,0
1.0,0.78808534,1
1.0,0.56045467,0
1.0,0.61049956,0
1.0,0.9995201,1
1.0,0.93324536,1
1.0,0.96920377,1
1.0,0.9924105,1
1.0,0.9341215,1
1.0,0.9081578,1
1.0,0.9998701,1
1.0,0.70263606,0
1.0,0.99489915,1
1.0,0.9981043,1
1.0,0.99916255,1
1.0,0.9992445,1
1.0,0.99838287,1
1.0,0.99664795,1
1.0,0.9992858,1
1.0,0.9994915,1
1.0,0.9950029,1
1.0,0.9996479,1
1.0,0.6186545,0
1.0,0.84556186,1
1.0,0.98589057,1
1.0,0.99848473,1
1.0,0.9434673,1
1.0,0.9903181,1
1.0,0.9993526,1
1.0,0.5205504,0
1.0,0.25914997,0
1.0,0.5021927,0
1.0,0.4622585,0
1.0,0.37964576,0
1.0,0.7376073,0
1.0,0.9954979,1
1.0,0.9628105,1
1.0,0.8878272,1
1.0,0.92916906,1
1.0,0.91282827,1
1.0,0.30447006,0
1.0,0.9842652,1
1.0,0.80574924,1
1.0,0.78685063,1
1.0,0.9760628,1
1.0,0.98657906,1
1.0,0.9970144,1
1.0,0.9152657,1
1.0,0.19327168,0
1.0,0.907446,1
1.0,0.59191716,0
1.0,0.94859254,1
1.0,0.97488534,1
1.0,0.9949174,1
1.0,0.1464822,0
1.0,0.1487679,0
1.0,0.9566309,1
1.0,0.21675566,0
1.0,0.9983613,1
1.0,0.99776316,1
1.0,0.99460715,1
1.0,0.9987524,1
1.0,0.83596057,1
1.0,0.3717422,0
1.0,0.58086073,0
1.0,0.88209516,1
1.0,0.17051423,0
1.0,0.55696505,0
1.0,0.8100022,1
1.0,0.70501566,0
1.0,0.88604945,1
1.0,0.99618685,1
1.0,0.7253612,0
1.0,0.02308406,0
1.0,0.8338253,1
1.0,0.82327414,1
1.0,0.8784458,1
1.0,0.9508952,1
1.0,0.9269627,1
0.0,0.0055985656,0
0.0,0.0039366237,0
0.0,0.0046350737,0
0.0,0.00766066,0
0.0,0.016890783,0
0.0,0.0038630585,0
1.0,0.98189384,1
1.0,0.7169866,0
1.0,0.6962427,0
1.0,0.9954046,1
0.0,0.03472701,0
0.0,0.0967052,0
0.0,0.010007156,0
0.0,0.07691994,0
0.0,0.07595356,0
0.0,0.014756745,0
0.0,0.004876343,0
0.0,0.0025127204,0
0.0,0.34853035,0
0.0,0.002072726,0
0.0,0.010561077,0
0.0,0.0062225973,0
0.0,0.15615252,0
0.0,0.024216752,0
0.0,0.0055542155,0
0.0,0.0031034828,0
0.0,0.005410367,0
0.0,0.007560967,0
0.0,0.023429962,0
0.0,0.0017267732,0
0.0,0.013655561,0
0.0,0.0032248707,0
0.0,0.023027893,0
0.0,0.014608385,0
0.0,0.021711756,0
0.0,0.0018765498,0
0.0,0.0020562562,0
1.0,0.9836365,1
1.0,0.97765446,1
1.0,0.98669577,1
1.0,0.99344146,1
0.0,0.0039239163,0
0.0,0.002287172,0
0.0,0.0066858605,0
0.0,0.014476125,0
0.0,0.0013022812,0
0.0,0.052898474,0
0.0,0.013334261,0
0.0,0.017581468,0
0.0,0.00440193,0
0.0,0.0018501331,0
0.0,0.0049543483,0
0.0,0.008370082,0
0.0,0.006783179,0
0.0,0.0038179718,0
0.0,0.014971724,0
0.0,0.0021275766,0
0.0,0.0015924545,0
0.0,0.00582361,0
0.0,0.016154325,0
0.0,0.005434516,0
0.0,0.0022418215,0
0.0,0.0023754998,0
0.0,0.0026188816,0
0.0,0.0043599335,0
0.0,0.009948043,0
0.0,0.0022217433,0
0.0,0.38298917,0
0.0,0.013208209,0
0.0,0.016272133,0
0.0,0.0789549,0
0.0,0.021069763,0
0.0,0.0055907397,0
0.0,0.00614177,0
0.0,0.07621847,0
0.0,0.030638268,0
0.0,0.0033518001,0
0.0,0.02430245,0
0.0,0.0022946475,0
0.0,0.0027524845,0
0.0,0.012984137,0
0.0,0.0013110718,0
0.0,0.0028162117,0
0.0,0.00884327,0
0.0,0.0012657489,0
0.0,0.004203257,0
0.0,0.0028361627,0
0.0,0.014573157,0
0.0,0.018793292,0
0.0,0.008999667,0
0.0,0.021797162,0
0.0,0.015101847,0
0.0,0.006163466,0
0.0,0.018820036,0
0.0,0.07699754,0
0.0,0.013251169,0
0.0,0.0065487763,0
0.0,0.008853504,0
0.0,0.04864528,0
0.0,0.03917058,0
0.0,0.010326751,0
0.0,0.039638747,0
0.0,0.007074176,0
0.0,0.0022218477,0
0.0,0.0038380357,0
0.0,0.00566276,0
0.0,0.0022771144,0
0.0,0.04486616,0
0.0,0.009354657,0
0.0,0.021858776,0
0.0,0.0018091701,0
0.0,0.008904549,0
0.0,0.0026781594,0
0.0,0.009300644,0
0.0,0.010274731,0
0.0,0.009251122,0
0.0,0.025932271,0
0.0,0.006324224,0
0.0,0.011220386,0
0.0,0.0042306683,0
0.0,0.0065763756,0
0.0,0.29107034,0
0.0,0.005843223,0
0.0,0.009987482,0
0.0,0.7531249,0
0.0,0.0010198541,0
0.0,0.1894026,0
1.0,0.5281371,0
1.0,0.6336837,0
1.0,0.98375654,1
1.0,0.99890774,1
1.0,0.91634715,1
1.0,0.9971412,1
1.0,0.9923765,1
1.0,0.99607307,1
1.0,0.9941332,1
1.0,0.009789772,0
0.0,0.031006774,0
0.0,0.0049885595,0
0.0,0.016418207,0
0.0,0.016982405,0
0.0,0.004721173,0
0.0,0.054097045,0
0.0,0.010963043,0
0.0,0.25052714,0
0.0,0.04339189,0
0.0,0.0044971383,0
0.0,0.052859463,0
0.0,0.04329234,0
0.0,0.012853677,0
0.0,0.571705,0
0.0,0.006875254,0
0.0,0.011793148,0
0.0,0.0044227983,0
0.0,0.02065048,0
0.0,0.00091260544,0
0.0,0.033824354,0
0.0,0.45865282,0
0.0,0.048429627,0
0.0,0.016425353,0
0.0,0.001955582,0
0.0,0.0018306784,0
0.0,0.0024418253,0
0.0,0.005790467,0
0.0,0.0073234984,0
0.0,0.0016282204,0
0.0,0.0065610455,0
0.0,0.0015890279,0
0.0,0.002657537,0
0.0,0.001665571,0
0.0,0.114174284,0
0.0,0.00805013,0
0.0,0.0040247226,0
0.0,0.0065045683,0
0.0,0.095516115,0
0.0,0.004698614,0
0.0,0.006787819,0
0.0,0.0013473836,0
0.0,0.0027512372,0
0.0,0.0023318678,0
0.0,0.0044245496,0
0.0,0.0022243015,0
0.0,0.0017948803,0
0.0,0.022879448,0
0.0,0.0063695,0
0.0,0.017926728,0
0.0,0.004448986,0
0.0,0.0021951385,0
0.0,0.0036381867,0
0.0,0.0019354612,0
0.0,0.017014887,0
0.0,0.007092478,0
0.0,0.06918196,0
0.0,0.08033825,0
0.0,0.0013388227,0
0.0,0.0058785914,0
0.0,0.0114287445,0
0.0,0.004303918,0
0.0,0.101386964,0
0.0,0.005236014,0
0.0,0.0008501744,0
0.0,0.31848925,0
0.0,0.020104658,0
0.0,0.0077860607,0
0.0,0.002426363,0
0.0,0.0042799823,0
0.0,0.023957554,0
0.0,0.0010022684,0
0.0,0.006223933,0
0.0,0.020822424,0
0.0,0.001744225,0
0.0,0.0026782262,0
0.0,0.0057857265,0
0.0,0.0049534244,0
0.0,0.017918667,0
0.0,0.054766588,0
0.0,0.037950013,0
0.0,0.004747826,0
0.0,0.0015491906,0
0.0,0.0012219597,0
0.0,0.0026482716,0
0.0,0.011593398,0
0.0,0.006211003,0
0.0,0.0033355237,0
0.0,0.022187658,0
0.0,0.006757642,0
0.0,0.003819006,0
0.0,0.13393845,0
0.0,0.011229595,0
0.0,0.10719838,0
0.0,0.011907151,0
0.0,0.0031448626,0
0.0,0.019222587,0
0.0,0.01982436,0
0.0,0.056359477,0
0.0,0.009395072,0
0.0,0.025267407,0
0.0,0.0027287726,0
0.0,0.0055650035,0
0.0,0.0030649633,0
0.0,0.016458446,0
0.0,0.007772674,0
0.0,0.010354402,0
0.0,0.019911863,0
0.0,0.004597451,0
0.0,0.0036099157,0
0.0,0.02989856,0
0.0,0.005822395,0
0.0,0.0008448927,0
0.0,0.008618014,0
0.0,0.0019703885,0
0.0,0.002414538,0
0.0,0.012436517,0
0.0,0.002836112,0
0.0,0.008774994,0
0.0,0.007489602,0
0.0,0.016923012,0
0.0,0.010361102,0
0.0,0.009987504,0
0.0,0.0037321188,0
0.0,0.012026389,0
0.0,0.10049732,0
0.0,0.018787865,0
0.0,0.015391158,0
0.0,0.011358371,0
0.0,0.023873223,0
0.0,0.008181368,0
0.0,0.0024739385,0
0.0,0.011981906,0
0.0,0.062317006,0
0.0,0.002195075,0
0.0,0.0017070186,0
0.0,0.045222946,0
0.0,0.0015976734,0
0.0,0.007753577,0
0.0,0.017192144,0
0.0,0.0020547432,0
0.0,0.008497803,0
0.0,0.001119971,0
0.0,0.007965492,0
0.0,0.003570161,0
0.0,0.008386304,0
0.0,0.007985013,0
0.0,0.0042886166,0
0.0,0.011307297,0
0.0,0.0020878334,0
0.0,0.009922966,0
0.0,0.013702443,0
0.0,0.017398778,0
0.0,0.008943302,0
0.0,0.004467488,0
0.0,0.0010599855,0
0.0,0.0063327155,0
0.0,0.016875986,0
0.0,0.005822347,0
0.0,0.010095115,0
0.0,0.003391888,0
0.0,0.0061375364,0
0.0,0.002293085,0
0.0,0.099635944,0
0.0,0.0026294433,0
0.0,0.31268808,0
0.0,0.0015324906,0
0.0,0.012122735,0
0.0,0.069693856,0
0.0,0.002579711,0
0.0,0.026706045,0
0.0,0.0041624773,0
0.0,0.007846946,0
0.0,0.006356561,0
0.0,0.014143613,0
0.0,0.0063315714,0
0.0,0.0051768376,0
0.0,0.0029542488,0
0.0,0.012521985,0
0.0,0.003916753,0
0.0,0.025595952,0
0.0,0.0048835715,0
0.0,0.082366064,0
0.0,0.00294047,0
0.0,0.0092670545,0
0.0,0.0043733255,0
0.0,0.023110194,0
0.0,0.00841179,0
0.0,0.020926716,0
0.0,0.037825458,0
0.0,0.010121275,0
0.0,0.01310399,0
0.0,0.005032995,0
0.0,0.008762099,0
0.0,0.0027340217,0
0.0,0.0035070698,0
0.0,0.023759175,0
0.0,0.016770799,0
0.0,0.0003282744,0
0.0,0.00025824847,0
0.0,0.003412981,0
0.0,0.0033191282,0
0.0,0.0023470398,0
0.0,0.009745813,0
0.0,0.006392345,0
0.0,0.0040576616,0
0.0,0.33037323,0
0.0,0.017991032,0
0.0,0.0070295692,0
0.0,0.0016210824,0
0.0,0.10017221,0
0.0,0.009124672,0
0.0,0.00060051464,0
0.0,0.0014383827,0
0.0,0.0066873813,0
0.0,0.0011007161,0
0.0,0.01861224,0
0.0,0.006336139,0
0.0,0.0041954964,0
0.0,0.15743266,0
0.0,0.0010710016,0
0.0,0.01944813,0
0.0,0.0040999344,0
0.0,0.033231266,0
0.0,0.00063145667,0
0.0,0.011806392,0
0.0,0.0013109639,0
0.0,0.022058152,0
0.0,0.11140082,0
0.0,0.0020153404,0
0.0,0.0215544,0
0.0,0.012793685,0
0.0,0.004840076,0
0.0,0.009144604,0
0.0,0.013676569,0
0.0,0.00962811,0
0.0,0.0022534034,0
0.0,0.015801053,0
0.0,0.024521012,0
0.0,0.06446345,0
0.0,0.02354222,0
0.0,0.0022484737,0
0.0,0.0059950007,0
0.0,0.013823317,0
0.0,0.006516388,0
0.0,0.0140082,0
0.0,0.017922405,0
0.0,0.0028893964,0
0.0,0.00648783,0
0.0,0.0015055465,0
0.0,0.008100505,0
0.0,0.43016332,0
0.0,0.008052092,0
0.0,0.0037008463,0
0.0,0.003009814,0
0.0,0.0012689063,0
0.0,0.0067714704,0
0.0,0.02205177,0
0.0,0.04497117,0
0.0,0.008067443,0
0.0,0.003053275,0
0.0,0.0044749007,0
0.0,0.0023843332,0
0.0,0.020204928,0
0.0,0.013367553,0
0.0,0.028219044,0
0.0,0.001339121,0
0.0,0.015478268,0
0.0,0.004678301,0
0.0,0.005459789,0
0.0,0.060629822,0
0.0,0.0051616407,0
0.0,0.0021843,0
0.0,0.0025628542,0
0.0,0.015405871,0
0.0,0.1059769,0
0.0,0.0028489013,0
0.0,0.033801235,0
0.0,0.015842913,0
0.0,0.0031155618,0
0.0,0.007686363,0
0.0,0.0023801639,0
0.0,0.0043559964,0
0.0,0.009075113,0
0.0,0.060563006,0
0.0,0.00060069654,0
0.0,0.011291832,0
0.0,0.002231982,0
0.0,0.012652298,0
0.0,0.0086282035,0
0.0,0.018899435,0
0.0,0.007952081,0
0.0,0.035415314,0
0.0,0.60736114,0
0.0,0.011695766,0
0.0,0.0517317,0
0.0,0.0064286226,0
0.0,0.0052302172,0
0.0,0.013486519,0
0.0,0.0073330165,0
0.0,0.019898908,0
0.0,0.008326696,0
0.0,0.006080985,0
0.0,0.15301469,0
0.0,0.054890078,0
0.0,0.005891943,0
0.0,0.011034426,0
0.0,0.0020797579,0
0.0,0.016813133,0
0.0,0.014039531,0
0.0,0.002223345,0
0.0,0.011861214,0
0.0,0.015473193,0
0.0,0.15816024,0
0.0,0.012402065,0
0.0,0.018674362,0
0.0,0.07305749,0
0.0,0.028435072,0
0.0,0.009127595,0
0.0,0.0008290868,0
0.0,0.013939297,0
0.0,0.002020259,0
0.0,0.09587146,0
0.0,0.004791599,0
0.0,0.0075121396,0
0.0,0.0065784296,0
0.0,0.014567673,0
0.0,0.0074388287,0
0.0,0.030764332,0
0.0,0.001428067,0
0.0,0.13924327,0
0.0,0.0026398697,0
0.0,0.010868108,0
0.0,0.002985763,0
0.0,0.015304883,0
0.0,0.036804825,0
0.0,0.0039798454,0
0.0,0.040932108,0
0.0,0.011915168,0
0.0,0.20533583,0
0.0,0.001151333,0
0.0,0.018351996,0
0.0,0.0128593175,0
0.0,0.013810076,0
0.0,0.0028203086,0
0.0,0.004838155,0
0.0,0.002875213,0
0.0,0.010180173,0
0.0,0.00034913595,0
0.0,0.001214241,0
0.0,0.009658092,0
0.0,0.017058497,0
0.0,0.0016029723,0
0.0,0.005629577,0
0.0,0.034054596,0
0.0,0.0048334887,0
0.0,0.01828954,0
0.0,0.0008615629,0
0.0,0.01569534,0
0.0,0.015016924,0
0.0,0.019109933,0
0.0,0.002340126,0
0.0,0.023402039,0
0.0,0.0534003,0
0.0,0.007968906,0
0.0,0.00133081,0
0.0,0.016071077,0
0.0,0.02913782,0
0.0,0.0016388133,0
0.0,0.015604481,0
0.0,0.0008358237,0
0.0,0.01041962,0
0.0,0.0065915687,0
0.0,0.017958771,0
0.0,0.004421519,0
0.0,0.01689845,0
0.0,0.0011733159,0
0.0,0.0151114045,0
0.0,0.9099473,1
0.0,0.010595666,0
0.0,0.005693253,0
0.0,0.52161777,0
0.0,0.0014566686,0
0.0,0.01043544,0
0.0,0.011052264,0
0.0,0.0001344142,0
0.0,0.029629117,0
0.0,0.015790287,0
0.0,0.0045128353,0
