epoch,batch_id,phase,samples
1,0,train,img_07854_p03_2019|img_07414_2021|img_03974_p03_2021|img_07698_p05_2019|img_05586_2020|img_02712_2021|img_03081_2021|img_02659_2021|img_06966_2020|img_05410_2020|img_08477_2020|img_06169_2021|img_06194_2019|img_04585_2021|img_01843_2019|img_04762_2021|img_03704_2021|img_00859_2019|img_04841_2020|img_05682_2020|img_00284_2020|img_04965_2019|img_01266_2021|img_05107_p01_2021|img_07460_2019|img_00029_2019|img_01286_2021|img_02856_p01_2019|img_01686_2019|img_04031_2020|img_08481_2019|img_00552_p01_2021|img_06905_p05_2019|img_05898_2020|img_04896_2021|img_06279_2021|img_01994_2019|img_01473_p02_2020|img_04319_2019|img_05921_2021|img_06916_2020|img_00638_p02_2020|img_01069_2019|img_00499_2021|img_04794_2019|img_04975_2020|img_07454_2020|img_01095_2021|img_05993_2019|img_08880_2021|img_07702_2021|img_06334_2020|img_02363_2019|img_07782_2021|img_02691_2021|img_00319_2019|img_07169_p04_2019|img_08515_2020|img_06199_2021|img_02894_2019|img_08660_2021|img_01020_2019|img_05405_2021|img_02991_2021|img_07440_2020|img_07080_2020|img_02265_2021|img_05009_2020|img_05302_2020|img_00331_p06_2021|img_08281_p02_2021|img_00767_2021|img_02338_p03_2021|img_05821_p57_2020|img_04947_2019|img_03062_2021|img_04178_p01_2020|img_04832_2021|img_03789_2019|img_00594_p03_2021|img_01204_2020|img_01620_2019|img_01211_2021|img_01970_2020|img_08053_2020|img_07417_2020|img_00506_2021|img_07403_p06_2019|img_02219_2021|img_02667_2021|img_04582_2019|img_04463_2021|img_01735_2019|img_08211_2020|img_01031_p09_2020|img_05687_p02_2019|img_06800_2020|img_04100_2021|img_01837_2020|img_04929_p16_2020|img_06074_p02_2020|img_08123_2021|img_03962_2020|img_06430_2020|img_08042_2020|img_04815_2019|img_08080_2021|img_03126_2021|img_04969_2019|img_07472_2021|img_07538_2021|img_04332_2019|img_05725_2019|img_00577_p18_2019|img_02307_2019|img_00384_p02_2020|img_08066_2021|img_02828_2020|img_07035_2021|img_01924_2021|img_00211_2019|img_07221_2021|img_04125_2021|img_08537_2021|img_04883_2021|img_06779_p02_2020|img_00678_2020|img_07047_2020
5,58,train,img_04362_2021|img_02680_2020|img_02915_2019|img_03059_2021|img_01292_2021|img_07236_2021|img_06690_2019|img_01322_2019|img_07155_2020|img_04123_2019|img_03088_2019|img_05285_p18_2021|img_08433_2021|img_02902_2020|img_00844_2019|img_07011_p01_2019|img_03776_2020|img_06546_2019|img_03704_2021|img_03922_2020|img_06947_p02_2019|img_03375_2021|img_07287_2021|img_02425_2021|img_08394_2021|img_04893_p04_2020|img_04623_2021|img_05739_2019|img_01304_2021|img_04555_2019|img_04254_2020|img_05299_2019|img_04780_2019|img_04694_2021|img_04942_2020|img_04177_2021|img_06487_2019|img_08313_p04_2020|img_07412_2021|img_00133_p03_2019|img_04033_p04_2021|img_00192_2020|img_01687_2021|img_01235_2019|img_05162_2021|img_06619_p03_2019|img_07587_p08_2021|img_00164_p10_2019|img_03102_p04_2021|img_01826_p01_2020|img_06661_2021|img_02103_2019|img_00190_p04_2020|img_08463_p04_2019|img_02614_2019|img_04900_2021|img_04712_2019|img_00887_2021|img_03156_2020|img_00036_p04_2020|img_00559_2021|img_07768_2021|img_00700_2021|img_00061_2020|img_02704_2020|img_00734_p03_2019|img_05627_2019|img_00189_2019|img_00391_2021|img_01229_2020|img_05484_2021|img_04372_2019|img_02548_2021|img_04247_2021|img_04641_2020|img_01172_2019|img_07525_p20_2019|img_01337_2019|img_03197_2020|img_05607_2021|img_06218_2021|img_08861_2019|img_01473_2021|img_01995_2020|img_06514_2020|img_02441_2019|img_03172_p02_2020|img_05893_p17_2021|img_02299_p01_2021|img_04411_2020|img_00982_p14_2019|img_03085_2019|img_01105_2021|img_05938_2019|img_02284_2019|img_08467_2021|img_05951_2020|img_00889_2019|img_07055_2021|img_03406_2021|img_01963_2020|img_04086_2021|img_05196_2021|img_07300_2020|img_06498_p01_2020|img_01292_2019|img_07644_2021|img_00910_2021|img_01961_p16_2019|img_06512_2019|img_06651_2020|img_08662_p02_2019|img_06269_p02_2021|img_03891_2019|img_07462_2019|img_02851_p06_2020|img_06089_2020|img_06356_p01_2021|img_05185_2021|img_01802_p05_2020|img_06426_p29_2020|img_06516_p15_2020|img_02158_2019|img_04258_2020|img_02672_2021|img_00542_2021|img_07998_2020|img_01632_2020
5,59,train,img_00907_p04_2019|img_01559_2021|img_02025_2020|img_02477_p01_2021|img_00134_p02_2021|img_08010_2021|img_04254_2021|img_00855_2020|img_08194_2021|img_07212_2020|img_05125_2019|img_00752_2019|img_02783_2020|img_04186_2019|img_03664_2021|img_04813_2019|img_06521_p08_2021|img_04813_2021|img_01226_2019|img_00065_2020|img_06916_p19_2021|img_06946_p01_2020|img_02642_2019|img_01722_2020|img_00318_p02_2021|img_05807_2021|img_07563_2021|img_08297_2020|img_07043_2019|img_02417_p02_2019|img_03748_2019|img_01230_p02_2021|img_08047_2021|img_01032_2019|img_04371_2021|img_05602_2020|img_01301_2021|img_01073_2020|img_02458_2020|img_04950_2021|img_03585_2021|img_07119_2021|img_02023_2020|img_08737_2020|img_06375_2019|img_02187_p02_2021|img_00953_2020|img_03287_p02_2019|img_08328_2020|img_08340_2021|img_05632_p11_2021|img_08271_p02_2019|img_01231_2021|img_00701_2020|img_07912_p02_2021|img_06364_p04_2020|img_06308_p01_2020|img_08379_2019|img_06931_2020|img_02418_2019|img_07973_2019|img_03534_2019|img_00119_2020|img_02253_2020|img_04539_2021|img_07825_p01_2020|img_08751_2019|img_03106_2021|img_00544_p04_2019|img_07111_2021|img_07009_2019|img_02723_2019|img_03608_2020|img_02090_2020|img_03671_2019|img_07143_p06_2021|img_01645_2020|img_05633_2020|img_04051_2019|img_07320_2019|img_07349_p01_2020|img_06609_2021|img_06250_2020|img_00569_2020|img_01016_2020|img_05404_2020|img_06583_2019|img_04797_2021|img_00403_p01_2021|img_00690_2020|img_02052_2021|img_03141_p01_2020|img_03562_2019|img_01067_2020|img_07364_2020|img_08679_2020|img_03293_p05_2019|img_07684_2021|img_00711_2020|img_01515_2021|img_07601_2019|img_04439_2020|img_01589_2021|img_04218_2019|img_01565_2020|img_00040_2020|img_07907_2019|img_04978_p09_2019|img_01598_2021|img_06916_p04_2019|img_00767_2019|img_05632_p05_2021|img_08346_2019|img_01783_2020|img_05619_2021|img_06432_2019|img_02116_2019|img_07607_2020|img_04832_2021|img_00562_2021|img_03340_2020|img_04230_p08_2020|img_00128_2019|img_00291_2020|img_04822_2021|img_04334_2020|img_01064_2021|img_03142_p01_2021
5,60,train,img_00991_2020|img_02250_p01_2020|img_03440_2019|img_00280_2019|img_01153_2021|img_06897_2021|img_06313_p04_2020|img_03569_2020|img_08368_2021|img_08440_2020|img_00168_2020|img_03322_p02_2019|img_01759_2021|img_00841_p01_2019|img_03209_p01_2019|img_04056_2021|img_00574_p08_2020|img_04153_2019|img_03459_2020|img_01018_2021|img_01613_p02_2019|img_04618_2020|img_01777_p02_2020|img_03160_2019|img_03372_2019|img_03044_2021|img_08377_2020|img_01289_2020|img_02649_2020|img_05804_p10_2020|img_00115_2021|img_05255_2021|img_04328_2019|img_05444_2020|img_08749_2021|img_05849_2019|img_04026_2019|img_06737_2021|img_08415_2021|img_06746_p02_2019|img_07383_p02_2019|img_02239_2019|img_01975_2019|img_07080_2021|img_08053_2021|img_06916_p02_2021|img_02869_p01_2020|img_01311_2020|img_04038_2019|img_03146_2019|img_04504_2021|img_03438_2019|img_07142_2020|img_04917_2021|img_02019_2021|img_08354_2020|img_01981_2019|img_03812_p02_2019|img_06770_p03_2021|img_05804_p13_2020|img_02956_2020|img_08507_2021|img_04439_2021|img_02010_2021|img_04507_2020|img_03843_p01_2021|img_01878_2020|img_05285_p68_2021|img_01084_2021|img_01338_2019|img_01223_2021|img_07794_2019|img_01642_2021|img_01191_2021|img_08457_2019|img_04072_2021|img_05285_p76_2021|img_07765_2020|img_02923_2019|img_02916_2021|img_01287_2021|img_06462_2020|img_05965_p07_2021|img_01536_2020|img_01910_2020|img_02838_2020|img_03572_p01_2019|img_01077_p04_2021|img_01852_2019|img_04926_2019|img_05790_2021|img_07486_2020|img_00519_2019|img_00504_p04_2019|img_03333_2019|img_05683_2021|img_02662_2020|img_04873_2019|img_03153_2019|img_07722_2021|img_07167_2019|img_06667_2020|img_00816_2020|img_02750_2021|img_03944_2020|img_07804_2021|img_07638_p02_2019|img_04169_2021|img_01940_2020|img_05394_p03_2021|img_06008_p01_2021|img_05929_2021|img_01912_2021|img_00112_2021|img_04866_2021|img_03614_2021|img_03668_p02_2021|img_02053_2020|img_07525_p01_2019|img_01550_2019|img_02164_2020|img_00124_2021|img_08671_2020|img_03877_2021|img_04318_2019|img_06734_2019|img_03621_2019|img_03820_p01_2021
5,61,train,img_00595_p08_2020|img_02578_2021|img_04615_2021|img_00070_2021|img_04279_2019|img_03151_2020|img_06716_2021|img_04747_2020|img_06617_2021|img_00474_2019|img_01158_2020|img_05119_p21_2020|img_07340_p04_2019|img_02853_p01_2019|img_04010_2020|img_02625_2021|img_01586_2020|img_00066_2020|img_02117_2020|img_05487_2019|img_00180_2019|img_01040_2020|img_05821_p09_2020|img_00630_p01_2021|img_03400_2020|img_07203_2020|img_00587_p03_2019|img_05407_2020|img_03660_p02_2019|img_05300_2020|img_06640_p02_2021|img_03466_2019|img_05414_2020|img_00633_2021|img_01633_p01_2021|img_02047_p01_2020|img_07915_2019|img_06709_2021|img_05827_2021|img_05895_2019|img_08347_2019|img_07609_2019|img_05626_p02_2021|img_00104_p09_2021|img_06278_2021|img_04395_2020|img_07993_2020|img_01302_2019|img_08785_p02_2019|img_01286_p01_2019|img_00684_p02_2021|img_06030_p07_2020|img_00521_p03_2021|img_04731_2020|img_08663_2021|img_04328_2021|img_05084_p10_2020|img_07144_2020|img_05593_2019|img_01307_2021|img_07269_2019|img_05202_2019|img_05119_p04_2020|img_08295_2021|img_05314_2019|img_05534_2019|img_05853_2019|img_07870_2019|img_08124_2020|img_01140_2019|img_08247_2019|img_04748_2021|img_00980_p02_2021|img_08322_2019|img_05533_p11_2021|img_02690_2020|img_02183_p03_2019|img_01245_2021|img_05485_2019|img_00011_2019|img_02766_2019|img_05119_p17_2020|img_06328_p06_2020|img_05804_p07_2020|img_04458_2021|img_06294_2019|img_00421_2020|img_03255_p02_2019|img_04889_2021|img_01325_2020|img_03577_2019|img_07559_2019|img_07149_p02_2019|img_00648_p02_2019|img_05167_p01_2020|img_04531_2020|img_03988_2020|img_00100_2020|img_08404_p03_2020|img_03613_2019|img_07282_2019|img_06607_2021|img_07439_p14_2019|img_00753_2021|img_02445_2019|img_05426_2019|img_01654_2019|img_00855_2021|img_04034_2021|img_05821_p28_2020|img_06510_2021|img_04825_2020|img_06337_2021|img_00960_2019|img_02030_2021|img_04469_2019|img_01431_p04_2021|img_03682_2019|img_03285_2021|img_01987_2019|img_04885_2021|img_02898_2019|img_06523_2021|img_00667_2021|img_04436_2019|img_05991_2020|img_00482_2020|img_07060_2020
5,62,train,img_05530_p01_2019|img_05848_p01_2020|img_00964_p02_2021|img_06325_2020|img_03675_2019|img_04658_p01_2019|img_03774_2021|img_03741_2020|img_01830_2019|img_03137_2019|img_07050_2021|img_03686_2020|img_07064_p07_2021|img_07616_p01_2019|img_02285_2020|img_05599_p06_2020|img_07264_2020|img_08261_2021|img_08055_2019|img_07399_2019|img_06841_2020|img_01953_2021|img_05550_2020|img_00294_2019|img_06505_2019|img_03252_2019|img_05694_2020|img_02455_2019|img_06018_2021|img_05626_p03_2021|img_02173_2021|img_05280_2019|img_03724_2020|img_05183_2020|img_08926_2019|img_06743_2020|img_03139_p06_2019|img_00289_2020|img_08470_2020|img_01567_2019|img_02295_p03_2019|img_06313_p02_2019|img_02778_p02_2021|img_07602_2019|img_04816_p16_2021|img_01457_p04_2019|img_05448_2020|img_04891_2019|img_00154_2019|img_03658_2021|img_07832_p01_2020|img_00918_2021|img_08092_2019|img_06119_2021|img_04978_p15_2019|img_08319_2019|img_00189_2020|img_01998_2020|img_05160_2021|img_00964_2020|img_00799_2019|img_01306_2021|img_06236_2021|img_00267_2020|img_05612_2020|img_00571_2021|img_07823_2020|img_03084_p01_2020|img_07140_2020|img_08812_2019|img_01494_2020|img_05687_p09_2019|img_04640_2021|img_06167_2020|img_07549_2021|img_01398_p01_2019|img_04493_2019|img_04839_2021|img_01010_2021|img_07687_2019|img_06226_2021|img_06069_p06_2021|img_05508_2019|img_06138_2021|img_04105_2019|img_06325_2019|img_06028_2020|img_03117_2019|img_01828_p02_2019|img_05539_2021|img_07923_2020|img_05114_2021|img_06044_2021|img_05965_p13_2021|img_04230_2019|img_06631_p03_2019|img_06141_2019|img_08196_2021|img_08105_2019|img_00379_p02_2019|img_00279_2019|img_02332_2020|img_04145_2021|img_03784_2020|img_00012_p01_2021|img_08146_2020|img_00498_p13_2021|img_00156_p02_2020|img_01826_p03_2020|img_04195_2019|img_03240_2019|img_07861_2020|img_03286_2021|img_06714_p03_2020|img_08722_2019|img_06816_p14_2020|img_06319_2019|img_06552_2021|img_06812_p09_2019|img_07815_2020|img_08788_2019|img_00953_2019|img_00352_2019|img_02092_p01_2021|img_01570_2021|img_01899_2021|img_00588_p05_2019|img_03142_2020
5,63,train,img_06962_2019|img_01823_2019|img_06284_2019|img_06251_2019|img_07340_2021|img_07050_2019|img_08267_2021|img_02121_p01_2019|img_01284_2021|img_01487_2020|img_06848_2021|img_08136_p03_2021|img_03610_2021|img_08633_2021|img_07780_2020|img_04219_2020|img_03758_2020|img_00661_2019|img_03208_2020|img_04381_2021|img_08275_2019|img_01931_2020|img_08386_2020|img_02542_2020|img_06344_2019|img_00613_2021|img_08424_2021|img_08046_p06_2019|img_06389_2021|img_01144_2020|img_00407_2021|img_01470_2020|img_06946_p01_2019|img_04051_2020|img_06300_2019|img_07643_p04_2021|img_04339_2020|img_07846_2020|img_00920_2019|img_01886_2020|img_01204_p12_2019|img_06419_2021|img_07503_2020|img_00196_2021|img_06587_p04_2019|img_02700_p03_2019|img_09042_2019|img_03315_2021|img_03413_p02_2019|img_04918_2019|img_05045_2020|img_05252_2020|img_05296_2019|img_08593_2020|img_02704_2019|img_03101_p02_2019|img_04765_2020|img_04726_2021|img_02282_2021|img_07327_2020|img_06982_2019|img_06176_2021|img_07733_2019|img_01856_2019|img_02859_2020|img_03242_2020|img_05216_p07_2019|img_07897_2021|img_04206_p03_2021|img_06656_2019|img_00297_2020|img_05687_p11_2019|img_02719_2020|img_07432_2021|img_08499_2019|img_03790_p10_2020|img_05648_2019|img_08100_p02_2020|img_06542_2019|img_02115_2021|img_05098_2019|img_03225_2019|img_04096_2020|img_04122_2020|img_00384_p02_2020|img_02774_2019|img_07019_2019|img_07046_2021|img_08238_2019|img_00324_2021|img_03373_2020|img_05569_2021|img_03421_2021|img_00639_p11_2019|img_02991_2021|img_06380_2021|img_04017_2019|img_07943_2019|img_02175_2021|img_01924_2020|img_04066_2021|img_04176_2021|img_04605_2020|img_00864_2021|img_02918_p11_2021|img_00401_2021|img_06998_2020|img_08263_2020|img_00818_p04_2020|img_01748_2019|img_08288_2020|img_05867_2020|img_01229_2019|img_03865_2021|img_05613_2019|img_00164_p19_2019|img_01059_2021|img_05794_2019|img_03439_2019|img_01375_2021|img_06909_p04_2019|img_04718_2021|img_07391_2020|img_00278_p01_2019|img_06935_2021|img_03585_2020|img_05516_2020|img_01342_2021
5,64,train,img_06526_2021|img_05893_p16_2021|img_06291_2019|img_06302_2021|img_03673_2020|img_08225_2019|img_04390_p04_2021|img_07746_2019|img_07820_2019|img_07698_p05_2019|img_03026_2021|img_00432_p03_2020|img_08077_2020|img_01867_2021|img_07370_2021|img_08655_2020|img_03042_2020|img_06406_2021|img_00393_2021|img_01204_p26_2019|img_07901_2019|img_01247_2021|img_07921_2021|img_00666_2020|img_06938_2021|img_06301_2020|img_00578_2021|img_02696_2020|img_04853_2019|img_01385_p04_2021|img_08237_p01_2021|img_04865_2020|img_01199_2021|img_01295_2021|img_07861_p01_2021|img_00281_2019|img_02512_2020|img_02510_2021|img_01198_p02_2020|img_08320_2020|img_02768_2021|img_05267_2019|img_02187_p28_2021|img_00662_2019|img_06395_2021|img_08787_2019|img_04611_p02_2019|img_05435_p21_2021|img_08684_2019|img_04311_2021|img_08713_2020|img_02027_2019|img_04568_2020|img_03788_2019|img_08671_2019|img_06803_2019|img_06004_p01_2019|img_01466_2019|img_08705_2020|img_00940_2019|img_04841_2021|img_03383_2020|img_01633_p02_2020|img_00890_2021|img_03371_2020|img_05893_p03_2021|img_05821_p57_2020|img_05281_2020|img_01517_p01_2021|img_00644_p01_2019|img_05095_2020|img_03110_p04_2019|img_02851_p11_2020|img_05832_p02_2021|img_00508_p03_2020|img_02968_2021|img_05821_p82_2020|img_04298_2021|img_00648_p03_2019|img_02878_2020|img_01077_p02_2021|img_03957_2021|img_02032_2019|img_06225_2020|img_02584_2021|img_05672_p01_2019|img_05757_2020|img_06203_2020|img_07064_p02_2020|img_07779_2019|img_03144_p02_2021|img_02615_2021|img_05285_p15_2021|img_01122_p01_2020|img_06629_2019|img_00127_2021|img_03101_p15_2019|img_04129_2021|img_05551_2021|img_01003_2020|img_07504_2020|img_04264_2019|img_03765_2019|img_05906_2021|img_08167_2019|img_04184_2020|img_04974_2021|img_01348_2020|img_06030_p03_2019|img_02580_2019|img_08353_2021|img_03429_2020|img_04413_2020|img_00471_p08_2021|img_09168_2019|img_04602_2021|img_00579_2021|img_01682_p02_2020|img_03597_2020|img_05364_2019|img_04820_2020|img_01221_2020|img_02425_2019|img_06158_2020|img_01888_2019|img_07041_2021|img_07110_2020|img_00645_2021
5,65,train,img_06858_2019|img_02361_2021|img_00062_2020|img_02395_2020|img_07182_2020|img_02730_2021|img_06963_p01_2020|img_06269_p02_2020|img_08635_2019|img_07018_2019|img_04364_2021|img_05610_2019|img_03297_2021|img_07218_2019|img_06704_p02_2020|img_02213_2021|img_07013_2021|img_00246_p01_2021|img_01058_2019|img_06899_p01_2021|img_04139_2019|img_08153_2019|img_01652_2020|img_06311_2019|img_04970_2021|img_02859_2019|img_08264_2019|img_01024_2019|img_01386_p02_2021|img_03645_p03_2021|img_00702_2020|img_03409_2020|img_02200_2019|img_02655_2021|img_02610_2020|img_04109_2021|img_00109_p02_2021|img_00106_2021|img_06073_p03_2020|img_06646_p02_2021|img_06317_2020|img_07158_2021|img_00787_2021|img_00885_2019|img_02057_2021|img_06537_p01_2019|img_08912_2019|img_08384_2021|img_02589_2021|img_01517_p27_2021|img_02362_2019|img_08740_2021|img_04025_2019|img_05488_2020|img_02784_p01_2019|img_02945_2019|img_06381_p01_2021|img_00428_p02_2021|img_06319_p04_2020|img_04573_p01_2019|img_02102_p02_2021|img_05285_p37_2021|img_02837_2020|img_00764_2020|img_04499_2019|img_07069_p03_2021|img_08634_2020|img_06452_p06_2020|img_07026_p03_2019|img_06148_2021|img_04280_2019|img_08863_2021|img_05551_2020|img_05121_2019|img_07731_2019|img_00731_2020|img_02485_2019|img_08623_2020|img_08812_2021|img_05567_2021|img_02343_2019|img_02121_p11_2019|img_06300_2021|img_07584_2021|img_00043_2020|img_01619_p01_2020|img_02374_2019|img_06577_2021|img_06250_p03_2019|img_09137_2019|img_04944_2021|img_00282_2021|img_08463_2021|img_05916_2020|img_06963_p05_2020|img_03410_2020|img_02161_2020|img_00517_p02_2021|img_00051_2021|img_01993_2021|img_08449_2020|img_03881_p06_2021|img_08155_2019|img_05327_2020|img_02305_2019|img_09175_2019|img_06085_p02_2020|img_07928_2020|img_00315_2020|img_00812_2020|img_08568_2021|img_06717_p06_2020|img_02011_2019|img_02628_2021|img_00712_2021|img_00521_2020|img_04806_2021|img_01747_2019|img_01970_2021|img_08161_2019|img_04050_p04_2021|img_01938_2020|img_06326_2019|img_09129_2019|img_07990_2020|img_08514_2021|img_00654_2020|img_02896_p02_2021
5,66,train,img_06836_2020|img_04928_2021|img_06120_2021|img_08201_2020|img_01527_2021|img_08746_p01_2021|img_01081_2019|img_01463_p03_2019|img_06845_p02_2021|img_01884_2021|img_00870_2020|img_07129_2020|img_08582_p02_2019|img_00365_2019|img_00679_p05_2019|img_04500_2019|img_03666_2020|img_05119_p44_2020|img_09070_2019|img_05799_2019|img_08067_2020|img_06039_2019|img_03512_2021|img_05730_2020|img_06887_p02_2021|img_02919_2019|img_08353_2020|img_00163_2019|img_05804_p09_2020|img_04698_p01_2021|img_03467_2020|img_08145_2019|img_03597_2021|img_07749_p02_2021|img_07359_p01_2021|img_03178_2019|img_07055_2019|img_06989_2020|img_01989_2021|img_03308_2021|img_01297_2021|img_01066_2019|img_02368_2021|img_04068_2021|img_07625_2020|img_07987_2021|img_08519_2019|img_08176_2020|img_04029_2021|img_04823_2020|img_00102_2019|img_00982_p10_2019|img_08472_2020|img_03740_2021|img_05809_2021|img_05694_2019|img_00128_2020|img_06590_2019|img_07875_p01_2020|img_06426_p17_2020|img_07986_2020|img_05247_2021|img_08307_2020|img_08636_p02_2019|img_05801_2021|img_01916_2021|img_01427_2021|img_00101_2019|img_00033_2020|img_00486_p07_2019|img_01725_2021|img_00904_p01_2020|img_00748_2020|img_07894_2020|img_02010_2020|img_00712_2020|img_07669_2019|img_06280_2021|img_02714_p02_2019|img_04218_2020|img_05870_2020|img_05316_2020|img_05460_p08_2021|img_01208_2021|img_02104_p01_2019|img_02388_2019|img_08287_2020|img_04806_2020|img_01099_2021|img_07490_2020|img_07510_2021|img_06771_2019|img_00373_2020|img_06890_2020|img_06247_2021|img_01959_2021|img_03816_2020|img_00515_2021|img_03021_2019|img_07550_p04_2019|img_06281_2020|img_06619_p09_2019|img_08581_2021|img_04899_2021|img_08267_2019|img_05605_2020|img_02287_2020|img_02414_2021|img_03511_p01_2019|img_04843_2020|img_02784_2021|img_07954_p01_2020|img_04822_2019|img_00500_2020|img_01545_2020|img_05855_2019|img_03529_2021|img_05899_2019|img_06149_2019|img_00333_p02_2021|img_00118_2020|img_08093_2019|img_09048_2019|img_01951_2019|img_01220_p04_2021|img_06083_2020|img_03039_2021|img_04701_2021
5,67,train,img_06202_p05_2020|img_07468_2019|img_03413_p08_2019|img_02583_2020|img_01904_2021|img_04406_2020|img_07588_2020|img_06218_p18_2019|img_05283_2021|img_01418_2019|img_05352_2019|img_03101_p09_2019|img_07782_p04_2020|img_00660_2019|img_06508_2020|img_01006_2020|img_00290_2021|img_02714_p01_2019|img_08207_2019|img_08456_2020|img_05804_p06_2020|img_01309_2019|img_07479_2019|img_02834_p02_2019|img_08234_2020|img_00982_p08_2019|img_04027_2020|img_03695_2020|img_02058_p08_2021|img_05823_2021|img_02213_p01_2019|img_06538_2019|img_08562_2021|img_04584_2021|img_06213_2021|img_01312_2019|img_07875_p03_2020|img_04131_2020|img_02368_2019|img_07646_p01_2021|img_06645_p01_2021|img_07538_p02_2020|img_04757_2020|img_07381_2019|img_08184_2020|img_00566_2020|img_07362_2019|img_03856_2020|img_03528_p01_2019|img_01038_2019|img_03476_2020|img_08676_2020|img_07871_2019|img_06033_2020|img_08535_2019|img_02427_2021|img_00518_2019|img_08699_2019|img_00901_2021|img_02619_2020|img_03985_2019|img_00318_p03_2021|img_07373_p02_2020|img_01134_2020|img_03693_2021|img_02290_2019|img_06221_2019|img_05161_2019|img_05024_2019|img_06665_p04_2021|img_00984_2021|img_01471_2020|img_04066_2019|img_05568_p01_2021|img_00415_2020|img_00465_p01_2020|img_04521_2020|img_07838_2021|img_01445_2019|img_08582_p03_2019|img_00630_2019|img_05530_p05_2019|img_02034_2019|img_00959_2021|img_01165_2021|img_08441_2021|img_06532_p02_2021|img_03296_2020|img_05983_2019|img_00964_p06_2021|img_06119_2020|img_01634_2019|img_04296_p04_2020|img_07406_p01_2021|img_06888_p03_2020|img_06147_p04_2020|img_07506_2019|img_08633_2019|img_06237_2021|img_05007_2020|img_08506_2020|img_01391_2021|img_05718_2020|img_07507_2019|img_04347_2020|img_04256_2020|img_05394_2020|img_03775_2019|img_02764_2021|img_00376_2021|img_04650_2020|img_06736_2019|img_06551_p01_2020|img_06452_p18_2020|img_01929_2019|img_02480_2020|img_00407_2019|img_07930_2020|img_00631_2021|img_07550_p06_2019|img_00976_p09_2019|img_03098_2021|img_02145_p01_2019|img_07423_p02_2019|img_00533_2020|img_07672_2019|img_04027_2019|img_02666_2020
5,68,train,img_04893_p02_2020|img_03498_p02_2019|img_05695_2019|img_00658_2021|img_02209_p03_2020|img_06144_2021|img_02044_p01_2021|img_01513_2021|img_06359_2019|img_03777_2020|img_05174_2021|img_03335_2021|img_03433_2019|img_01543_2020|img_04869_2021|img_06714_p08_2020|img_01464_2021|img_05194_2019|img_06078_2021|img_02222_2021|img_07499_2020|img_02354_2020|img_04704_2020|img_06666_p04_2020|img_04294_2021|img_01157_2021|img_07818_2021|img_00743_2020|img_02269_2020|img_07324_2021|img_04522_2020|img_05545_p02_2021|img_06456_2021|img_05421_2021|img_01181_2020|img_00068_p06_2020|img_04057_2020|img_02455_2021|img_08148_2020|img_06287_2020|img_02121_p06_2019|img_06993_p06_2019|img_07672_2020|img_06693_2019|img_02058_p01_2021|img_02260_2019|img_06198_2019|img_06577_2019|img_03790_2021|img_00791_2020|img_01257_2021|img_07250_2021|img_05809_2020|img_07375_p02_2021|img_02831_2020|img_05326_2019|img_03545_2021|img_08257_2020|img_08758_2021|img_05988_p02_2021|img_05897_2019|img_06431_2020|img_00657_2020|img_07332_2021|img_08307_2019|img_07730_2020|img_08662_2021|img_04848_p03_2020|img_07227_2020|img_03207_2021|img_00842_2019|img_04251_2019|img_06734_2021|img_07491_2019|img_00209_2019|img_05817_2020|img_05022_2021|img_05224_2020|img_03402_p03_2019|img_04713_2019|img_08516_2019|img_07934_2020|img_01126_p01_2021|img_02568_p20_2019|img_06902_2019|img_01738_2021|img_07698_2020|img_04477_2021|img_07955_p04_2021|img_07026_p01_2019|img_00157_p04_2019|img_02021_2019|img_01392_2020|img_01560_2020|img_03652_2019|img_09027_2019|img_04433_2019|img_02933_2020|img_07143_p03_2021|img_06508_2019|img_08719_p03_2019|img_02638_p01_2021|img_04542_2020|img_01107_2019|img_03852_p03_2019|img_01840_2020|img_08579_2021|img_01517_p21_2021|img_07439_p07_2019|img_07893_2021|img_07012_2020|img_05454_2019|img_02402_2019|img_00424_2021|img_07314_p04_2019|img_08355_2019|img_02664_2021|img_02827_2020|img_07473_2021|img_05635_2020|img_06572_2019|img_04840_2019|img_05352_2020|img_04614_2020|img_07219_2021|img_05419_2019|img_07449_p02_2021|img_00604_p04_2021
