epoch,batch_id,phase,samples
1,0,train,img_06518_2019|img_02851_p02_2020|img_03550_2021|img_00640_2020|img_06592_p04_2021|img_00024_p09_2019|img_07253_2021|img_06628_2021|img_07046_2020|img_02583_2020|img_02138_p03_2021|img_06701_2020|img_02508_2019|img_00351_p01_2021|img_00577_p16_2019|img_06668_2020|img_03211_p06_2020|img_06910_2021|img_05969_2020|img_04449_2021|img_02123_2019|img_06876_p04_2021|img_06666_p02_2020|img_04418_2021|img_00353_p01_2021|img_04917_2021|img_08653_p03_2019|img_04001_2019|img_00125_p02_2021|img_02585_2020|img_09040_2019|img_05741_2021|img_06483_2019|img_00778_2020|img_03980_2021|img_03650_2019|img_03667_2019|img_00473_p03_2019|img_06717_p02_2021|img_05920_2019|img_01126_p01_2020|img_00624_2020|img_02867_2019|img_01402_2020|img_02317_2020|img_00254_2019|img_06859_2020|img_06021_2021|img_07211_2020|img_04125_2021|img_02140_p01_2021|img_06897_p04_2020|img_01714_2020|img_06897_2021|img_05359_p01_2021|img_02423_2021|img_02492_2020|img_01520_2021|img_06302_2019|img_08470_2021|img_09078_2019|img_00807_2019|img_04630_2020|img_05482_2019|img_05681_2021|img_05285_p20_2021|img_00033_2021|img_03850_p01_2021|img_05227_2021|img_01961_p14_2019|img_07831_2019|img_07542_p02_2019|img_06638_p05_2019|img_05584_2021|img_05727_2020|img_05632_p02_2021|img_04314_2020|img_08550_2020|img_08246_2021|img_08264_2020|img_05417_2020|img_06189_2021|img_00165_p03_2021|img_00546_2021|img_07059_p02_2020|img_02804_2020|img_06821_p09_2019|img_04201_2020|img_00486_p07_2019|img_00388_2020|img_04691_2019|img_02988_p02_2020|img_05603_2020|img_06669_2021|img_07894_p02_2019|img_00805_2021|img_01005_2021|img_06988_2020|img_03762_2019|img_05090_p01_2019|img_01851_2019|img_06157_2020|img_01713_2020|img_08189_2019|img_08343_2019|img_03411_2021|img_00677_2021|img_00857_2020|img_06204_2020|img_00595_p01_2020|img_07150_2019|img_06313_p04_2020|img_04034_2020|img_08853_2019|img_00247_2019|img_04888_p01_2020|img_08418_2020|img_01390_2020|img_02654_p01_2019|img_02434_p02_2020|img_01604_2020|img_04724_2021|img_02023_p02_2021|img_01683_2019|img_04388_2020|img_01427_2020|img_02406_2019|img_01378_2019
2,198,train,img_05475_2020|img_08232_2020|img_02465_2021|img_07740_2019|img_06816_p07_2020|img_04817_2019|img_06460_p01_2021|img_00680_2020|img_04616_2021|img_06984_2021|img_08242_2019|img_01475_2021|img_06823_2019|img_04000_2020|img_00457_2019|img_00475_p03_2020|img_04395_2020|img_01563_p04_2019|img_00808_2020|img_02530_2019|img_03190_2021|img_07413_2020|img_04293_2019|img_05013_2019|img_03110_p02_2019|img_02084_2020|img_01050_2021|img_02600_2021|img_01563_p01_2019|img_02256_2019|img_04175_2021|img_00931_2019|img_04671_2019|img_01705_2021|img_00603_p02_2021|img_05166_2019|img_00302_2019|img_03213_p04_2019|img_08522_2020|img_00322_p01_2019|img_05243_2019|img_02161_2021|img_02888_2020|img_03399_2021|img_07132_p01_2019|img_08199_2021|img_06272_p07_2020|img_00488_2020|img_05059_2020|img_08410_2020|img_05691_2020|img_05590_2020|img_07704_2019|img_08110_2021|img_08182_2021|img_03682_2021|img_01900_2020|img_06475_2021|img_01318_2020|img_06959_p01_2020|img_03662_2020|img_06065_2020|img_02467_2021|img_09060_2019|img_04875_2020|img_03417_2021|img_04755_2020|img_07656_2019|img_06157_2020|img_03934_2019|img_07596_2020|img_03512_2021|img_07685_2019|img_08007_2019|img_03613_2021|img_07417_2019|img_07073_2019|img_02678_2019|img_04501_2021|img_07431_2019|img_07420_2019|img_04433_2021|img_07585_2020|img_08186_2021|img_07718_2021|img_06578_p06_2021|img_04873_2020|img_03169_2019|img_00428_p06_2021|img_05632_p05_2021|img_08077_p02_2019|img_02556_2021|img_03110_p04_2019|img_00716_2019|img_01628_2019|img_02775_2019|img_00057_2019|img_05466_p03_2020|img_02590_2021|img_07279_p01_2019|img_06826_2021|img_04289_2021|img_08636_p14_2019|img_00738_2020|img_05654_2019|img_05737_2019|img_05734_2020|img_00364_2019|img_06111_2020|img_08203_2019|img_02615_2021|img_00633_2021|img_06231_2019|img_01256_2019|img_08871_2019|img_01817_2019|img_03739_2021|img_08123_2019|img_01877_2019|img_06185_2019|img_04994_p12_2020|img_05533_p13_2021|img_06827_p10_2021|img_06297_2019|img_02069_2019|img_00843_2019|img_03010_2020|img_02187_p01_2021
2,199,train,img_01556_2019|img_01685_2021|img_02072_2019|img_06175_2019|img_05104_2019|img_00164_p09_2019|img_00868_2021|img_07053_2019|img_06375_2019|img_06385_p01_2019|img_07012_2020|img_03616_2019|img_00647_2021|img_01080_2020|img_00475_p06_2020|img_00471_2019|img_03569_2021|img_02714_2021|img_07251_p03_2019|img_07240_p05_2019|img_03177_2020|img_04030_2020|img_01728_2019|img_01984_2019|img_00157_p04_2021|img_02288_2019|img_07234_2020|img_02871_2021|img_06320_2020|img_06106_2019|img_08023_2019|img_05192_2019|img_08609_2020|img_00018_2020|img_05893_p10_2021|img_02033_2019|img_07259_2021|img_08120_2020|img_05507_2020|img_03404_2020|img_06364_p06_2020|img_02341_p01_2020|img_00356_2021|img_01973_2020|img_02600_2020|img_06512_p05_2020|img_00353_p01_2021|img_00577_p23_2019|img_01764_2019|img_06719_2019|img_06650_p02_2019|img_07075_2020|img_05085_2021|img_01568_2020|img_01482_2019|img_04073_2019|img_07088_2019|img_06265_p04_2021|img_07583_p01_2020|img_01205_2019|img_04324_2019|img_06834_2021|img_04897_2021|img_05456_2021|img_01685_2019|img_01425_2019|img_04180_p04_2020|img_01264_2020|img_08435_2019|img_05940_2019|img_02370_2021|img_07894_p02_2019|img_01637_2019|img_00634_p02_2020|img_03276_2019|img_00339_2019|img_02498_2019|img_03921_2021|img_00084_p01_2019|img_05815_2019|img_08412_p01_2019|img_05560_2020|img_00024_p04_2019|img_04230_p05_2020|img_02749_2020|img_03776_2021|img_01942_p03_2019|img_06421_2019|img_00596_2020|img_07982_p03_2021|img_04090_2021|img_04172_2021|img_07042_2019|img_08521_2019|img_06034_p06_2020|img_00313_p02_2020|img_04929_p17_2020|img_02058_p16_2021|img_06825_p01_2021|img_01100_2019|img_01695_p02_2020|img_05107_p01_2021|img_04410_2021|img_07850_p05_2019|img_07571_2019|img_06809_2019|img_02453_p02_2020|img_07933_2019|img_03949_2021|img_00030_p01_2020|img_05354_2019|img_02968_2021|img_01049_2020|img_08646_2021|img_03712_2021|img_06291_p04_2021|img_07949_p02_2020|img_00213_2021|img_02220_2020|img_01453_2020|img_02640_2021|img_06079_2019|img_03541_2020|img_01159_2020|img_05777_2020|img_04659_2019|img_05192_2021|img_06599_2019
2,200,train,img_08889_2021|img_05520_2021|img_03817_2019|img_08090_2021|img_02021_p03_2021|img_05040_2021|img_05466_p01_2020|img_08616_2021|img_00621_p02_2020|img_02691_2021|img_00386_2020|img_03422_p02_2020|img_01116_p03_2019|img_02146_2020|img_04400_2020|img_01335_p02_2020|img_00257_2019|img_06596_p01_2021|img_05895_2019|img_06988_p04_2019|img_04637_2020|img_04051_2019|img_07070_p04_2021|img_00155_p06_2020|img_07807_p01_2019|img_07455_2019|img_00366_2019|img_08862_2021|img_06610_2019|img_03780_2020|img_08635_2020|img_02566_2019|img_06519_2019|img_03982_2020|img_05534_2019|img_06659_p01_2020|img_02310_2020|img_04135_p02_2021|img_04989_2019|img_02989_2020|img_02928_2021|img_08801_2019|img_02831_2019|img_04702_2021|img_02500_2019|img_05061_2019|img_04017_2020|img_00408_p07_2019|img_04029_2021|img_05541_2019|img_05131_2020|img_01220_2019|img_03624_2021|img_03216_2019|img_07842_2020|img_02708_2020|img_04851_2019|img_06610_p01_2021|img_00639_p01_2021|img_05553_2021|img_08283_2021|img_03126_2021|img_00510_p01_2021|img_04808_2020|img_06964_2021|img_07297_2021|img_07410_2019|img_02696_2020|img_05887_2020|img_00270_2021|img_00544_2021|img_05534_2020|img_02603_2019|img_07284_2019|img_08716_2020|img_05901_2019|img_04213_p01_2021|img_00031_2020|img_06916_p23_2021|img_08438_2021|img_04430_2019|img_00446_2021|img_04078_2020|img_04428_2021|img_03900_2019|img_02397_2019|img_05959_p02_2021|img_03748_2020|img_00708_2019|img_08087_2021|img_01933_2019|img_05548_2021|img_01051_p04_2020|img_04614_2020|img_02198_2020|img_05718_2021|img_00040_2021|img_00392_p01_2021|img_05791_2021|img_06743_p04_2019|img_06943_2020|img_04139_2021|img_07587_p02_2021|img_07143_p01_2021|img_08719_p01_2019|img_02592_2019|img_00892_p01_2020|img_02475_2021|img_07644_2021|img_03772_2021|img_03130_p09_2021|img_06348_p02_2020|img_08040_2019|img_06426_p16_2020|img_04268_p01_2021|img_06916_p13_2019|img_04673_2020|img_03585_2021|img_03204_2019|img_02886_2020|img_03666_2021|img_02740_2021|img_02657_2021|img_04929_p54_2020|img_02684_2019|img_03169_2020|img_00024_p12_2019|img_06673_2021
2,201,train,img_00496_2021|img_03974_p03_2021|img_05460_p10_2021|img_00772_2020|img_06338_2019|img_00949_2020|img_07911_2020|img_04824_p01_2019|img_00141_2021|img_01048_2020|img_03005_2020|img_01854_p01_2019|img_03729_2020|img_05285_p57_2021|img_02636_2020|img_06064_2019|img_06432_2019|img_01502_2020|img_04927_2020|img_01627_p04_2020|img_01393_2021|img_00376_2019|img_08793_2019|img_07309_2019|img_03712_2019|img_04002_2021|img_06380_2019|img_00508_p04_2020|img_02940_2020|img_06916_p03_2019|img_01124_2021|img_07694_2020|img_02561_2020|img_05504_2020|img_06806_2021|img_02238_2021|img_02497_2020|img_00272_2019|img_05401_2020|img_08417_2020|img_07832_p02_2020|img_02918_p08_2021|img_09148_p01_2019|img_06904_2021|img_05800_2019|img_07381_2021|img_06372_2021|img_07435_2021|img_02011_2020|img_04066_2021|img_01386_p06_2019|img_04582_2021|img_03144_p04_2021|img_03108_2019|img_04376_p04_2021|img_00854_2021|img_05654_2021|img_05040_2019|img_02419_p01_2020|img_01778_2020|img_08057_2021|img_02900_2020|img_02187_p13_2021|img_06334_2021|img_01717_2019|img_06923_2019|img_00644_p15_2021|img_00778_2020|img_00323_2021|img_01281_2021|img_05880_2021|img_02739_p04_2021|img_04637_p05_2019|img_07695_2019|img_05148_2019|img_06073_p03_2020|img_01517_p22_2021|img_06693_2021|img_01523_2019|img_04276_2020|img_06493_p03_2021|img_06491_2021|img_03760_2021|img_07341_2020|img_01963_2020|img_08291_2019
2,0,val,img_05436_2023|img_06694_2022|img_05482_2023|img_01852_2022|img_07614_p10_2022|img_01972_2023|img_02644_2022|img_00999_2022|img_08416_2023|img_02531_2022|img_02524_p06_2022|img_07084_p07_2022|img_01338_2022|img_05514_2023|img_00531_2022|img_05871_2023|img_01071_2023|img_08041_2022|img_01181_2023|img_00728_2022|img_04493_2022|img_05914_2023|img_01565_2023|img_07054_p09_2022|img_07379_2023|img_05975_2022|img_06941_p07_2022|img_00315_2022|img_04057_2022|img_05157_2022|img_05282_p02_2022|img_03317_2023|img_06799_p38_2023|img_06468_2022|img_01971_2023|img_01944_2022|img_06737_p01_2022|img_07338_2022|img_08314_2023|img_07322_p07_2023|img_06259_2023|img_05106_p01_2022|img_04379_2023|img_01243_2023|img_07118_2023|img_00962_2023|img_05547_2023|img_07322_p02_2023|img_01391_2022|img_05042_2023|img_03619_2023|img_05663_2022|img_00656_2023|img_04317_2023|img_06931_2022|img_07444_2022|img_00269_2022|img_08275_2022|img_03197_2022|img_07015_2023|img_08096_2023|img_07792_2023|img_00215_2022|img_04360_2022|img_00900_2022|img_02566_2022|img_06537_2022|img_00568_2022|img_05085_2023|img_04209_2022|img_07111_2022|img_02723_2022|img_00017_2022|img_07948_p01_2023|img_04097_2023|img_02511_2022|img_01550_2022|img_07359_2022|img_08755_2022|img_06705_p02_2022|img_04875_2023|img_02587_2023|img_01721_p02_2022|img_04702_2022|img_00985_p01_2022|img_03971_p02_2023|img_02488_p02_2023|img_05674_p04_2023|img_06524_p01_2022|img_03450_2023|img_05933_p46_2022|img_06457_2022|img_04710_2022|img_00666_2023|img_04047_2023|img_01723_p04_2022|img_08246_2022|img_01114_2022|img_02928_p02_2022|img_08622_2022|img_05925_p02_2023|img_06623_2022|img_08655_2022|img_01021_2023|img_03225_2022|img_07929_2022|img_06692_p03_2022|img_00235_p02_2022|img_04158_2022|img_08318_2023|img_08191_2022|img_05933_p29_2022|img_03123_2022|img_02910_2022|img_02158_p02_2022|img_03158_2023|img_01774_2023|img_03356_2022|img_07795_2023|img_08490_2023|img_04868_2022|img_01056_2022|img_01016_2022|img_05142_2023|img_04699_2023|img_02225_2023|img_04978_2023|img_07373_2023
2,1,val,img_03360_2022|img_07664_2022|img_03614_2023|img_05208_2022|img_05065_p01_2023|img_05920_2023|img_00342_2022|img_00918_2022|img_03260_2022|img_00426_2023|img_08100_2023|img_03064_2022|img_06936_2022|img_08326_2022|img_06637_2023|img_08722_2022|img_00765_2023|img_07475_2022|img_02362_2022|img_05247_p02_2022|img_00538_p01_2023|img_00659_2022|img_08664_2022|img_01076_p02_2023|img_02770_2022|img_07358_2022|img_02987_2022|img_03738_2022|img_06877_2022|img_05050_2022|img_03284_2023|img_06296_2023|img_06152_p02_2023|img_05286_2023|img_06004_p02_2023|img_00905_p02_2023|img_02462_p03_2022|img_02985_2022|img_05771_2023|img_06480_p13_2023|img_06535_2023|img_06056_2022|img_07232_2023|img_07928_2022|img_02431_2022|img_08600_2022|img_00428_2022|img_00165_2022|img_06911_2022|img_08516_2022|img_06031_2023|img_06001_2023|img_07693_2023|img_06194_2022|img_02823_2022|img_02780_2022|img_00147_2023|img_03825_p14_2023|img_03281_2023|img_07638_2023|img_01019_2023|img_05786_2023|img_05106_p02_2022|img_08459_2023|img_08417_2022|img_05937_2022|img_03872_2022|img_04953_2023|img_04635_2023|img_04019_2023|img_03838_p02_2022|img_00745_2022|img_06790_2023|img_03855_2022|img_05312_2023|img_07000_2023|img_05961_2022|img_07951_p06_2022|img_00909_2022|img_01267_p01_2022|img_02795_2023|img_04719_2022|img_02733_2022|img_02288_2023|img_08245_2023|img_02358_2023|img_01291_2023|img_03786_2022|img_06083_2023|img_00910_2022|img_01003_2023|img_02156_2023|img_00944_2022|img_06639_2022|img_01785_2022|img_08325_2023|img_04649_2023|img_02779_2023|img_00218_2022|img_05933_p42_2022|img_02355_2022|img_05371_2023|img_04204_2023|img_04128_2022|img_04386_2023|img_05933_p25_2022|img_05797_2023|img_07997_p01_2022|img_05836_2023|img_06356_p02_2023|img_05830_2022|img_01839_p02_2022|img_08770_2022|img_07035_2023|img_00823_p02_2022|img_02472_p01_2022|img_00972_2023|img_02777_2023|img_07990_2022|img_02952_2023|img_05307_p43_2023|img_02902_p02_2022|img_01776_2022|img_05388_2022|img_00936_2023|img_05773_2022|img_08469_2023|img_05456_2022
2,2,val,img_00159_2022|img_08720_2022|img_06048_p07_2023|img_05044_p08_2022|img_01102_2023|img_06121_2023|img_06912_2022|img_04927_2022|img_04645_2023|img_06799_p29_2023|img_07385_2023|img_05103_p01_2023|img_04385_p01_2022|img_08202_p01_2023|img_00376_2022|img_07222_p03_2023|img_00277_2023|img_05282_p09_2022|img_08120_2022|img_07918_p02_2022|img_06837_2022|img_01621_2022|img_05196_2022|img_07951_p05_2022|img_04023_2023|img_05496_2023|img_02396_2022|img_05273_2023|img_07914_2022|img_02069_2022|img_08473_2023|img_04751_2023|img_02412_2023|img_05188_2022|img_02072_p12_2023|img_01615_2022|img_07708_2023|img_01293_2022|img_00768_p02_2023|img_05676_2022|img_08356_2023|img_03709_2023|img_02314_2022|img_06799_p31_2023|img_06518_2022|img_04261_2023|img_02695_p05_2023|img_04701_p01_2022|img_02112_2023|img_04195_2022|img_06732_p03_2023|img_02954_2022|img_03203_2023|img_03462_2023|img_06830_2023|img_08648_2022|img_06154_2022|img_04521_2023|img_00590_2022|img_04817_2022|img_05427_p06_2023|img_05375_2022|img_03563_2022|img_08028_2022|img_04984_2022|img_07324_2022|img_03810_2022|img_05456_2023|img_06864_p01_2022|img_08071_2023|img_05765_2022|img_07965_p04_2023|img_02266_2022|img_05687_2023|img_05926_2023|img_05176_2023|img_05538_2022|img_00714_2023|img_00359_2022|img_03608_2022|img_07625_2022|img_08125_2023|img_00293_2022|img_08423_2022|img_06654_p02_2023|img_00528_2023|img_03413_2023|img_01670_2022|img_05325_2022|img_07441_2023|img_07084_p03_2022|img_00853_2023|img_06842_p06_2022|img_01964_2023|img_05774_2023|img_06104_2023|img_03047_2023|img_07982_2023|img_03526_p01_2022|img_06485_2023|img_02371_2023|img_04367_2022|img_02462_p09_2022|img_03547_2023|img_02488_p03_2023|img_06465_2023|img_00656_2022|img_06101_2022|img_06030_2023|img_07608_2023|img_01999_2023|img_01676_2022|img_07145_p05_2022|img_01249_2022|img_05176_2022|img_06973_2023|img_00614_2022|img_07681_2022|img_01176_2022|img_03384_2022|img_02925_2023|img_02698_2022|img_07061_p01_2022|img_02775_p01_2023|img_06569_2022|img_00268_2023|img_08828_2022|img_02973_2023
2,3,val,img_02122_2023|img_04089_2022|img_03138_2022|img_06784_2022|img_02981_2023|img_06616_2022|img_04911_2022|img_05307_p71_2023|img_06531_2022|img_04162_2023|img_04133_2022|img_04107_2023|img_02037_2022|img_06756_p04_2023|img_06218_2022|img_00166_2022|img_02072_p14_2023|img_06671_2022|img_02576_2023|img_00663_2023|img_05299_2022|img_00949_2022|img_02922_2023|img_00986_2022|img_00876_2022|img_05576_2023|img_00212_2022|img_00455_2022|img_00925_2023|img_05559_2023|img_04932_2023|img_01434_p01_2022|img_02587_p01_2022|img_03129_2022|img_03056_2023|img_04698_2022|img_07791_2023|img_00585_2023|img_02707_2023|img_04012_p04_2022|img_05574_2023|img_00775_2022|img_08619_2022|img_07522_2022|img_05188_2023|img_04921_2023|img_08061_2023|img_06915_2022|img_00599_p06_2022|img_07517_p03_2023|img_05616_2023|img_05439_2023|img_04768_2023|img_05648_p03_2022|img_00550_2023|img_03180_2022|img_04742_2023|img_01495_2023|img_02361_p06_2022|img_03740_2023|img_07432_2023|img_02285_2023|img_04821_2022|img_01168_p02_2022|img_01557_2023|img_05147_2023|img_05963_2022|img_03621_2023|img_03378_2023|img_00885_2022|img_02994_2022|img_04279_2023|img_04185_p02_2022|img_08679_2022|img_07472_2022|img_07172_2022|img_05503_2023|img_08358_2023|img_05587_2023|img_01685_2022|img_00816_2022|img_06988_2023|img_04094_2023|img_05896_2023|img_02448_2022|img_01456_p01_2022|img_00950_p15_2022|img_03189_2022|img_00741_2023|img_07462_2022|img_03326_p02_2022|img_06212_2022|img_04457_2022|img_08813_2022|img_02717_2023|img_06685_p02_2022|img_06480_p06_2023|img_06273_2023|img_04531_2022|img_01402_2022|img_06843_2023|img_00729_2022|img_03635_2022|img_04003_2023|img_07586_2023|img_06623_p01_2023|img_01372_2022|img_05359_2022|img_03176_2023|img_07928_2023|img_05104_2023|img_00864_2022|img_08730_2022|img_06799_p28_2023|img_08735_2022|img_00768_p01_2023|img_01580_2022|img_04806_2022|img_02588_2022|img_02472_p02_2022|img_05874_2022|img_06798_p06_2022|img_04522_2023|img_02336_2022|img_07273_2022|img_04990_2023|img_00599_p07_2022|img_06503_p02_2022
2,4,val,img_03971_p01_2023|img_00818_p01_2023|img_02066_2022|img_04297_2023|img_04580_2022|img_01930_2022|img_06099_2023|img_06022_2022|img_00292_2023|img_01143_2023|img_02848_2022|img_08279_2023|img_01099_2022|img_03767_2022|img_02590_2023|img_02741_2023|img_02057_2022|img_04234_2022|img_02735_2023|img_01679_p02_2023|img_08398_2022|img_03369_2022|img_02321_2022|img_01567_2023|img_00729_2023|img_08219_2023|img_03065_2022|img_05252_p01_2023|img_04803_2022|img_00046_2022|img_03424_2022|img_07770_2022|img_07024_2023|img_02412_2022|img_06640_2023|img_05869_2022|img_03452_p02_2022|img_01030_2022|img_01434_p02_2022|img_01243_2022|img_05586_2022|img_03299_2023|img_00552_2022|img_06905_p09_2022|img_07001_2023|img_05856_2022|img_06036_2023|img_07962_2023|img_06454_2023|img_07287_2022|img_06953_p08_2022|img_00541_p02_2022|img_05489_2022|img_03195_2022|img_05933_p67_2022|img_01363_2023|img_06754_p02_2022|img_07302_2023|img_01221_2022|img_07598_2022|img_01015_2023|img_08055_2023|img_03331_2022|img_05766_2022|img_03155_2023|img_05376_2022|img_02524_p07_2022|img_03936_2022|img_08332_2023|img_06754_p04_2022|img_02796_p04_2023|img_08291_2022|img_04742_2022|img_01131_2022|img_00073_2022|img_07620_2023|img_02438_2022|img_04205_2022|img_06575_2023|img_06937_2022|img_03044_p03_2022|img_06830_2022|img_08377_2022|img_02462_p07_2022|img_08358_2022|img_03771_2022|img_05189_2023|img_06622_p02_2023|img_02932_2022|img_06732_p04_2023|img_03104_p04_2022|img_05844_2022|img_04007_2023|img_06091_2022|img_07103_p03_2022|img_05092_p03_2022|img_03453_2023|img_07525_2022|img_08150_2023|img_01961_2022|img_03886_2022|img_08036_2023|img_08505_2022|img_01416_2022|img_07346_2023|img_04148_2022|img_05194_2023|img_08026_2023|img_06393_2022|img_05252_p02_2023|img_01075_2023|img_05065_p08_2023|img_04887_2022|img_05307_p73_2023|img_04814_2023|img_02623_2022|img_02646_2022|img_07144_2023|img_05114_2023|img_02139_p01_2022|img_04998_p01_2022|img_04518_2022|img_06664_p01_2023|img_05399_2023|img_02384_2023|img_07487_p03_2022|img_07398_2023|img_04611_2022
2,5,val,img_05220_2022|img_05009_2023|img_04453_2023|img_00742_2023|img_03052_2022|img_00282_2023|img_06252_2022|img_00594_p06_2023|img_05800_2022|img_05416_2023|img_07961_2022|img_00840_2023|img_05095_2022|img_08088_2023|img_01800_2023|img_02354_2023|img_07093_2023|img_08391_2023|img_04076_p21_2022|img_02508_2022|img_07755_p01_2022|img_01275_2022|img_04002_2023|img_00545_p04_2022|img_02641_2023|img_00861_2022|img_03362_2023|img_01267_p04_2022|img_01983_p01_2023|img_07951_p04_2022|img_06803_p03_2022|img_05637_2022|img_04249_2022|img_02420_2023|img_07269_2022|img_04873_2023|img_05092_p02_2022|img_04403_2022|img_06048_p12_2023|img_08194_2023|img_04286_2022|img_05267_2023|img_02642_2022|img_06989_p02_2022|img_07447_2022|img_00815_p02_2022|img_05500_2023|img_05467_2022|img_03773_2022|img_05065_p02_2023|img_04349_2022|img_01284_2022|img_04156_2022|img_07779_2023|img_07732_2023|img_00570_2022|img_01695_2022|img_01482_2023|img_01961_2023|img_03387_2023|img_05343_2023|img_01449_2022|img_03151_2023|img_08681_2022|img_02799_2023|img_00486_p11_2023|img_06539_p07_2022|img_05744_2023|img_00930_2022|img_04694_p03_2023|img_01888_2022|img_05641_2022|img_08116_p01_2022|img_05685_p02_2022|img_03686_2022|img_02746_2022|img_03373_2023|img_04902_2022|img_05427_p03_2023|img_02540_2023|img_07103_p12_2022|img_00941_2023|img_06016_2023|img_02695_p01_2023|img_08577_2022|img_08741_2022|img_02159_2023|img_04155_2022|img_03179_2023|img_07574_2022|img_01342_2022|img_04344_2022|img_05982_2022|img_06794_p08_2023|img_02638_2023|img_01917_2022|img_05487_2022|img_04502_2023|img_04343_2023|img_03655_2022|img_06345_p06_2022|img_04372_2022|img_06428_2023|img_06192_p02_2023|img_05228_2022|img_00294_p01_2023|img_04840_2022|img_05065_2022|img_02568_2022|img_03441_2022|img_08496_2022|img_07952_2023|img_06725_2023|img_05984_2022|img_05501_2023|img_06673_p06_2023|img_03101_2022|img_01665_2023|img_01076_p06_2023|img_01460_2022|img_06574_p02_2022|img_00926_2023|img_01945_2022|img_01092_2022|img_05379_p01_2022|img_05307_p63_2023|img_05933_p45_2022|img_06081_2022
2,6,val,img_00578_2023|img_02106_2023|img_00097_p02_2022|img_03933_2023|img_03743_2023|img_03128_p02_2022|img_02513_2023|img_01234_2022|img_05823_2023|img_00406_2023|img_08564_2022|img_05094_2022|img_01464_2023|img_05738_2023|img_08187_2023|img_04732_2022|img_05583_2022|img_03956_2022|img_02453_2022|img_00338_p02_2022|img_05056_2023|img_05074_2022|img_00036_p03_2023|img_04748_2022|img_05065_p37_2023|img_05674_p18_2023|img_05694_2022|img_06964_p03_2022|img_03211_p07_2022|img_04514_2022|img_06404_2022|img_04530_2022|img_01198_2023|img_02361_2023|img_02269_2023|img_05480_2022|img_06839_2023|img_05933_p78_2022|img_01509_2022|img_05923_2023|img_05933_p66_2022|img_04701_p03_2022|img_06732_p05_2022|img_03592_2023|img_03122_2022|img_08558_p01_2022|img_03335_2022|img_06461_2022|img_04475_2022|img_03364_2023|img_08461_2023|img_06945_2023|img_02547_2022|img_02462_p04_2022|img_00375_p02_2022|img_04544_2023|img_03636_2022|img_02935_2022|img_05332_p04_2023|img_03638_2023|img_08006_2022|img_08537_2022|img_02783_2023|img_05307_p74_2023|img_06941_2023|img_08712_2022|img_03488_2022|img_07644_2022|img_05933_p76_2022|img_04780_2023|img_02759_2022|img_01632_2023|img_05918_2022|img_06092_2023|img_03664_2023|img_02509_2022|img_00397_2023|img_08000_2022|img_02109_2023|img_00860_2022|img_00295_p01_2022|img_03408_2022|img_02974_2022|img_00300_2023|img_00238_p02_2022|img_00115_2023|img_05000_p10_2022|img_07613_2022|img_00182_p04_2022|img_03986_p01_2022|img_07295_2022|img_06759_p05_2022|img_05250_2023|img_06192_2022|img_03521_2022|img_07596_2023|img_03226_2023|img_01384_2023|img_07587_2022|img_00148_2022|img_01187_2022|img_07566_p01_2022|img_01491_2022|img_03429_p02_2023|img_00521_2023|img_03376_2023|img_02006_2022|img_03506_p04_2023|img_08551_2022|img_08824_2022|img_04888_2023|img_02343_2023|img_00954_p01_2023|img_07316_2023|img_06975_p02_2022|img_06481_2023|img_01619_2022|img_06865_2022|img_01297_2022|img_02379_2023|img_03268_2022|img_05332_p07_2023|img_07026_2022|img_07237_2022|img_01209_2023|img_01925_2022|img_07129_2023|img_05332_p08_2023
